#qacc	species	evalue	length	pident	qcovs	slen	seq.id	sallacc
AVR58_11070	L. waltersii	4.54E-54	504	29.167	91	553	SNV10519.1 ankyrin repeat-containing protein 	SNV10519.1
AVR58_11070	L. septentrionalis	1.60E-53	544	29.779	93	681	RUR09831.1 hypothetical protein ELY14_07260 	RUR09831.1
AVR58_11070	L. bozemanae	8.41E-53	547	27.788	97	557	STO32821.1 Uncharacterised protein 	STO32821.1
AVR58_11070	L. parisiensis	6.07E-52	614	26.059	95	664	STX76118.1 ankyrin repeat-containing protein 	STX76118.1
AVR58_11070	L. waltersii	5.79E-51	569	27.417	97	594	SNV05826.1 ankyrin repeat-containing protein 	SNV05826.1
AVR58_11070	L. longbeachae NSW150	1.33E-50	538	28.439	92	673	CBJ12311.1 hypothetical protein LLO_1929 	CBJ12311.1
AVR58_11070	L. quinlivanii	5.94E-48	541	26.987	91	580	KTD45215.1 ankyrin repeat-containing protein 	KTD45215.1
AVR58_11070	L. fallonii LLAP-10	1.86E-46	519	29.672	91	559	CEG58778.1 conserved protein of unknown function 	CEG58778.1
AVR58_11070	L. santicrucis	2.29E-46	511	27.789	91	610	KTD59310.1 ankyrin repeat-containing protein 	KTD59310.1
AVR58_11070	L. wadsworthii	8.46E-46	556	24.64	94	568	STY28852.1 ankyrin repeat-containing protein 	STY28852.1
AVR58_11070	L. spiritensis	1.11E-45	513	26.901	92	554	VEG90648.1 ankyrin repeat-containing protein 	VEG90648.1
AVR58_11070	L. wadsworthii	2.03E-42	382	28.534	66	700	STY29053.1 ankyrin repeat-containing protein 	STY29053.1
AVR58_11070	L. bozemanae	7.67E-36	558	25.986	91	598	STO33097.1 Uncharacterised protein 	STO33097.1
AVR58_11070	L. birminghamensis	1.48E-30	547	24.68	92	575	STX31018.1 ankyrin repeat-containing protein 	STX31018.1
AVR58_11070	L. donaldsonii	5.39E-29	436	25.459	72	524	STX42879.1 ankyrin repeat-containing protein 	STX42879.1
AVR58_11070	L. feeleii	1.45E-28	431	25.754	71	570	STX38154.1 ankyrin repeat-containing protein 	STX38154.1
AVR58_11070	L. shakespearei DSM 23087	1.83E-28	324	26.543	57	1625	KTD57533.1 ankyrin repeat-containing protein 	KTD57533.1
AVR58_11070	L. moravica	2.24E-27	442	25.566	71	576	STX63702.1 ankyrin repeat-containing protein 	STX63702.1
AVR58_11070	L. sp. 27fs60	5.10E-27	448	25.893	73	575	MBL7481409.1 hypothetical protein IZU94_15710 	MBL7481409.1
AVR58_11070	L. longbeachae NSW150	1.41E-26	257	28.794	47	1464	CBJ11449.1 hypothetical protein LLO_1094 	CBJ11449.1
AVR58_11070	L. santicrucis	7.68E-26	248	29.839	46	1466	KTD65209.1 ankyrin repeat-containing protein 	KTD65209.1
AVR58_11070	L. sainthelensi	9.96E-26	246	29.268	45	1462	AUH72302.1 hypothetical protein CAB17_09675 	AUH72302.1
AVR58_11070	L. steigerwaltii	4.02E-25	271	28.782	50	1499	STY23431.1 ankyrin repeat-containing protein 	STY23431.1
AVR58_11070	L. cincinnatiensis	1.43E-24	248	28.226	46	1460	STX35812.1 ankyrin repeat-containing protein 	STX35812.1
AVR58_11070	L. birminghamensis	2.91E-24	290	25.172	53	2107	STX32008.1 ankyrin repeat-containing protein 	STX32008.1
AVR58_11070	L. drancourtii LLAP12	3.63E-24	212	30.189	38	932	EHL31643.1 hypothetical protein LDG_6305 	EHL31643.1
AVR58_11070	L. bozemanae	6.73E-24	223	31.839	41	1475	"STO33656.1 cysteine protease domain, YopT-type "	STO33656.1
AVR58_11070	L. quinlivanii	1.65E-23	268	25.746	49	1741	"KTD48175.1 ankyrin repeat-containing protein, partial "	KTD48175.1
AVR58_11070	L. sp. 27fs60	2.34E-23	447	24.385	71	563	MBL7478454.1 hypothetical protein IZU94_00525 	MBL7478454.1
AVR58_11070	L. spiritensis	3.14E-23	488	22.336	82	1638	VEG89729.1 ankyrin repeat-containing protein 	VEG89729.1
AVR58_11070	L. norrlandica	3.16E-23	304	26.316	55	1505	KGP63575.1 hypothetical protein EP47_05510 	KGP63575.1
AVR58_11070	L. gratiana	4.03E-23	248	29.435	46	1468	STX43800.1 ankyrin repeat-containing protein 	STX43800.1
AVR58_11070	L. parisiensis	5.65E-23	224	30.804	41	1475	STX76020.1 ankyrin repeat-containing protein 	STX76020.1
AVR58_11070	L. quinlivanii	1.44E-22	326	26.994	54	568	KTD51488.1 ankyrin repeat-containing protein 	KTD51488.1
AVR58_11070	L. quinlivanii	4.39E-22	458	25.328	73	585	KTD49947.1 ankyrin repeat-containing protein 	KTD49947.1
AVR58_11070	L. quateirensis	1.52E-21	414	21.981	72	1762	STY17119.1 ankyrin repeat-containing protein 	STY17119.1
AVR58_11070	L. sp. 27fs60	3.65E-21	394	21.32	69	1712	MBL7481266.1 hypothetical protein IZU94_14990 	MBL7481266.1
AVR58_11070	L. erythra	3.80E-21	274	23.358	49	302	KTC94143.1 ankyrin repeat-containing protein 	KTC94143.1
AVR58_11070	L. waltersii	1.34E-20	292	26.027	50	1717	SNV11313.1 ankyrin repeat-containing protein 	SNV11313.1
AVR58_11070	L. taurinensis	3.70E-20	517	22.824	87	1621	STY26600.1 ankyrin repeat-containing protein 	STY26600.1
AVR58_11070	L. micdadei	1.52E-19	451	23.06	70	582	CEG62219.1 protein of unknown function [ankyrin repeat][coiled-coil domain] 	CEG62219.1
AVR58_11070	L. wadsworthii	2.49E-19	218	28.44	40	1510	STY28968.1 ankyrin repeat-containing protein 	STY28968.1
AVR58_11070	L. micdadei	1.04E-18	224	25.446	40	1715	CEG60580.1 protein of unknown function [ankyrin repeat] 	CEG60580.1
AVR58_11070	L. moravica	1.57E-18	224	25.446	39	1696	STX61966.1 ankyrin repeat-containing protein 	STX61966.1
AVR58_11070	L. lytica	3.33E-18	221	27.149	41	1298	USQ14992.1 hypothetical protein J2N86_06770 	USQ14992.1
AVR58_11070	L. steelei	3.60E-18	249	26.506	46	1521	KTD67307.1 ankyrin repeat-containing protein 	KTD67307.1
AVR58_11070	L. qingyii	1.18E-17	229	27.074	41	1487	RUR24922.1 hypothetical protein ELY20_03980 	RUR24922.1
AVR58_11070	L. nautarum	4.89E-16	272	23.529	49	1432	"KTD39234.1 ankyrin repeat-containing protein, partial "	KTD39234.1
AVR58_11070	L. maceachernii	4.24E-15	180	25	34	1786	SUP01764.1 Ankyrin repeats (3 copies) 	SUP01764.1
AVR58_11070	L. lytica	4.54E-11	242	28.512	41	493	USQ12704.1 hypothetical protein J2N86_08260 	USQ12704.1
AVR58_11070	L. longbeachae NSW150	1.08E-07	192	27.604	34	196	CBJ12324.1 hypothetical protein LLO_1941 	CBJ12324.1
AVR58_11070	L. maceachernii	7.33E-06	248	24.194	43	336	SUP00756.1 Uncharacterised protein 	SUP00756.1
AVR58_11075	L. pneumophila	0	590	99.831	100	590	AOU49727.1 purine NTPase 	AOU49727.1
AVR58_11075	L. norrlandica	0	555	57.117	93	606	KGP63961.1 purine NTPase 	KGP63961.1
AVR58_11075	L. quateirensis	6.35E-107	543	34.991	91	608	"STY17108.1 purine NTPase, putative "	STY17108.1
AVR58_11075	L. moravica	1.21E-99	557	33.752	93	608	"STX61954.1 purine NTPase, putative "	STX61954.1
AVR58_11075	L. sp. 27fs60	3.15E-99	550	33.818	92	610	MBL7481255.1 hypothetical protein IZU94_14935 	MBL7481255.1
AVR58_11075	L. waltersii	2.63E-97	551	34.301	92	611	"SNV09082.1 purine NTPase, putative "	SNV09082.1
AVR58_11075	L. sp. HCPI-6	7.47E-91	575	35.304	91	629	MCL9684725.1 hypothetical protein LOX96_11520 	MCL9684725.1
AVR58_11075	L. antarctica	8.45E-82	641	32.917	99	638	BCA94822.1 purine NTPase 	BCA94822.1
AVR58_11075	L. fallonii LLAP-10	6.06E-81	616	31.656	97	639	CEG58430.1 conserved protein of unknown function 	CEG58430.1
AVR58_11075	L. cincinnatiensis	1.67E-71	587	29.302	94	623	"STX34333.1 purine NTPase, putative "	STX34333.1
AVR58_11075	L. worsleiensis	2.10E-71	554	29.061	92	615	"STY31354.1 purine NTPase, putative "	STY31354.1
AVR58_11075	L. santicrucis	2.98E-70	587	28.961	94	623	KTD63613.1 purine NTPase 	KTD63613.1
AVR58_11075	L. gratiana	3.21E-70	590	29.831	94	621	"STX45822.1 purine NTPase, putative "	STX45822.1
AVR58_11075	L. drancourtii LLAP12	7.87E-70	602	29.236	97	631	EHL30625.1 hypothetical protein LDG_7396 	EHL30625.1
AVR58_11075	L. cardiaca	3.12E-67	550	29.636	87	781	WED43606.1 hypothetical protein PXX05_02185 	WED43606.1
AVR58_11075	L. sainthelensi	2.23E-66	587	28.279	94	624	AUH73779.1 hypothetical protein CAB17_18320 	AUH73779.1
AVR58_11075	L. longbeachae NSW150	2.35E-66	633	28.278	99	624	"CBJ13025.1 Hypothetical protein, weakly similar to eukaryotic proteins "	CBJ13025.1
AVR58_11075	L. steelei	6.12E-62	608	28.454	97	640	KTD70987.1 purine NTPase 	KTD70987.1
AVR58_11075	L. steigerwaltii	1.35E-61	619	28.595	97	638	"STY22164.1 purine NTPase, putative "	STY22164.1
AVR58_11075	L. brunensis	3.10E-61	535	31.963	89	598	KTC84820.1 purine NTPase 	KTC84820.1
AVR58_11075	L. hackeliae	1.30E-53	530	27.547	87	640	CEK11720.1 protein of unknown function 	CEK11720.1
AVR58_11075	L. wadsworthii	9.75E-53	616	27.11	97	641	"STY30181.1 purine NTPase, putative "	STY30181.1
AVR58_11075	L. anisa	3.43E-52	587	28.62	92	641	AWN75163.1 hypothetical protein DLD14_15700 	AWN75163.1
AVR58_11075	L. jamestowniensis DSM 19215	4.87E-52	531	27.684	87	598	SFL79287.1 hypothetical protein SAMN02746073_1977 	SFL79287.1
AVR58_11075	L. bozemanae	1.12E-51	588	27.381	92	642	STO34860.1 Uncharacterised protein 	STO34860.1
AVR58_11075	L. parisiensis	1.29E-51	588	27.211	92	638	"STX77255.1 purine NTPase, putative "	STX77255.1
AVR58_11075	L. hackeliae	6.40E-51	539	28.2	90	593	CEK11424.1 protein of unknown function 	CEK11424.1
AVR58_11075	L. brunensis	9.01E-51	575	29.391	94	608	KTC85182.1 purine NTPase 	KTC85182.1
AVR58_11075	L. cardiaca	6.61E-50	565	27.965	93	614	WED42450.1 hypothetical protein PXX05_11055 	WED42450.1
AVR58_11075	L. lytica	4.44E-48	566	26.678	92	616	USQ13443.1 hypothetical protein J2N86_12235 	USQ13443.1
AVR58_11075	L. jordanis	1.04E-47	518	26.062	86	594	"VEH13493.1 purine NTPase, putative "	VEH13493.1
AVR58_11075	L. oakridgensis	7.14E-47	553	26.763	91	603	KTD37001.1 purine NTPase 	KTD37001.1
AVR58_11075	L. spiritensis	7.45E-44	571	25.394	95	571	"VEG91862.1 purine NTPase, putative "	VEG91862.1
AVR58_11075	L. clemsonensis	5.78E-43	602	25.914	96	599	ASQ45089.1 hypothetical protein clem_02640 	ASQ45089.1
AVR58_11075	L. lansingensis	2.25E-41	582	26.117	96	608	"SNV54020.1 purine NTPase, putative "	SNV54020.1
AVR58_11075	L. massiliensis	4.49E-39	557	24.776	92	624	CEE14677.1 hypothetical protein BN1094_03254 	CEE14677.1
AVR58_11075	L. micdadei	6.66E-39	583	25.729	93	615	CEG61291.1 protein of unknown function 	CEG61291.1
AVR58_11075	L. maceachernii	3.17E-36	583	24.357	94	618	SUP03237.1 Uncharacterised protein 	SUP03237.1
AVR58_11075	L. adelaidensis	6.89E-34	547	23.583	91	603	KTC66101.1 purine NTPase 	KTC66101.1
AVR58_11075	L. nautarum	1.95E-32	543	24.494	90	623	KTD36009.1 purine NTPase 	KTD36009.1
AVR58_11075	L. waltersii	5.66E-25	432	26.389	68	794	"SNV09088.1 purine NTPase, putative "	SNV09088.1
AVR58_11075	L. lansingensis	8.11E-21	310	30.645	46	675	"SNV52597.1 purine NTPase, putative "	SNV52597.1
AVR58_11075	L. jordanis	5.16E-12	596	21.309	87	668	"VEH13306.1 purine NTPase, putative "	VEH13306.1
AVR58_11075	L. septentrionalis	2.56E-11	655	24.122	96	665	RUR08948.1 hypothetical protein ELY14_10225 	RUR08948.1
AVR58_11075	L. taurinensis	1.29E-08	299	23.077	48	493	"STY27205.1 purine NTPase, putative "	STY27205.1
AVR58_11105	L. pneumophila	0	375	100	100	375	AOU49733.1 Sel1 repeat protein 	AOU49733.1
AVR58_11105	L. norrlandica	0	374	89.037	99	376	KGP63964.1 beta-lactamase 	KGP63964.1
AVR58_11105	L. shakespearei DSM 23087	0	375	82.4	100	376	KTD62304.1 TPR repeat-containing protein 	KTD62304.1
AVR58_11105	L. moravica	0	374	82.086	99	376	"STX61946.1 TPR repeat protein, protein-protein interaction "	STX61946.1
AVR58_11105	L. quateirensis	0	374	82.62	99	376	"STY17098.1 TPR repeat protein, protein-protein interaction "	STY17098.1
AVR58_11105	L. sp. 27fs60	0	374	82.353	99	376	MBL7481243.1 sel1 repeat family protein 	MBL7481243.1
AVR58_11105	L. worsleiensis	0	374	79.412	99	376	"STY31356.1 TPR repeat protein, protein-protein interaction "	STY31356.1
AVR58_11105	L. sp. HCPI-6	0	375	78.667	100	375	MCL9684721.1 sel1 repeat family protein 	MCL9684721.1
AVR58_11105	L. fallonii LLAP-10	0	374	75.668	99	376	CEG58435.1 Beta-lactamase [sel1-domai][TPR domain] 	CEG58435.1
AVR58_11105	L. waltersii	0	374	70.321	99	376	"SNV09115.1 TPR repeat protein, protein-protein interaction "	SNV09115.1
AVR58_11105	L. birminghamensis	0	375	69.067	100	375	"STX31453.1 TPR repeat protein, protein-protein interaction "	STX31453.1
AVR58_11105	L. cardiaca	0	374	68.984	99	374	WED43875.1 SEL1-like repeat protein 	WED43875.1
AVR58_11105	L. hackeliae	0	374	68.182	99	374	CEK11153.1 conserved protein of unknown function [TPR domain][Sel1-like domain] 	CEK11153.1
AVR58_11105	L. brunensis	0	374	67.647	99	374	KTC84094.1 TPR repeat-containing protein 	KTC84094.1
AVR58_11105	L. quinlivanii	0	375	68.8	100	375	KTD49966.1 TPR repeat-containing protein 	KTD49966.1
AVR58_11105	L. lansingensis	3.13E-178	372	67.742	99	375	"SNV49110.1 TPR repeat protein, protein-protein interaction "	SNV49110.1
AVR58_11105	L. clemsonensis	3.41E-178	374	67.647	99	374	ASQ45500.1 Putative beta-lactamase HcpC precursor 	ASQ45500.1
AVR58_11105	L. jamestowniensis DSM 19215	1.88E-177	374	67.914	99	374	SFL71149.1 hypothetical protein SAMN02746073_1555 	SFL71149.1
AVR58_11105	L. feeleii	1.47E-175	375	66.667	99	377	"STX39102.1 TPR repeat protein, protein-protein interaction "	STX39102.1
AVR58_11105	L. donaldsonii	2.16E-175	375	66.667	99	377	"STX41362.1 TPR repeat protein, protein-protein interaction "	STX41362.1
AVR58_11105	L. taurinensis	2.82E-172	376	64.628	100	377	"STY24683.1 TPR repeat protein, protein-protein interaction "	STY24683.1
AVR58_11105	L. jordanis	5.25E-170	375	68	100	376	"VEH12183.1 TPR repeat protein, protein-protein interaction "	VEH12183.1
AVR58_11105	L. erythra	6.00E-170	376	64.096	100	377	KTC94679.1 TPR repeat-containing protein 	KTC94679.1
AVR58_11105	L. beliardensis	2.28E-163	375	62.133	100	375	"STX29482.1 TPR repeat protein, protein-protein interaction "	STX29482.1
AVR58_11105	L. busanensis	3.30E-153	352	61.08	94	375	"STX52011.1 TPR repeat protein, protein-protein interaction "	STX52011.1
AVR58_11105	L. antarctica	1.48E-133	247	74.494	89	247	BCA94818.1 hypothetical protein TUM19329_11790 	BCA94818.1
AVR58_11105	L. antarctica	3.13E-31	222	35.586	89	247	BCA94818.1 hypothetical protein TUM19329_11790 	BCA94818.1
AVR58_11105	L. antarctica	1.11E-16	161	36.646	89	247	BCA94818.1 hypothetical protein TUM19329_11790 	BCA94818.1
AVR58_11105	L. septentrionalis	1.27E-72	375	40.267	99	377	RUR08887.1 hypothetical protein ELY14_10345 	RUR08887.1
AVR58_11105	L. worsleiensis	3.95E-72	360	41.667	94	376	"STY30276.1 TPR repeat protein, SEL1 subfamily "	STY30276.1
AVR58_11105	L. maceachernii	4.66E-72	359	41.226	95	378	SUP02797.1 3-carboxymuconate cyclase 	SUP02797.1
AVR58_11105	L. cardiaca	1.02E-71	377	39.788	99	369	WED44177.1 hypothetical protein PXX05_05150 	WED44177.1
AVR58_11105	L. brunensis	1.95E-71	369	39.295	98	369	KTC78267.1 TPR repeat-containing protein 	KTC78267.1
AVR58_11105	L. norrlandica	2.18E-71	354	40.96	94	376	KGP63472.1 hypothetical protein EP47_05655 	KGP63472.1
AVR58_11105	L. jamestowniensis DSM 19215	5.38E-71	357	40.336	94	368	SFL90395.1 hypothetical protein SAMN02746073_2524 	SFL90395.1
AVR58_11105	L. micdadei	9.12E-71	360	41.667	95	378	CEG61069.1 Beta-lactamase [sel1-domai][TPR domain] 	CEG61069.1
AVR58_11105	L. lansingensis	1.10E-70	372	39.247	98	370	"SNV50025.1 TPR repeat protein, SEL1 subfamily "	SNV50025.1
AVR58_11105	L. santicrucis	8.39E-70	373	39.41	99	376	KTD55721.1 Sel1 repeat protein 	KTD55721.1
AVR58_11105	L. feeleii	1.65E-69	363	40.22	96	368	"STX38410.1 TPR repeat protein, SEL1 subfamily "	STX38410.1
AVR58_11105	L. busanensis	1.90E-69	367	38.692	97	376	"STX51275.1 TPR repeat protein, SEL1 subfamily "	STX51275.1
AVR58_11105	L. nautarum	2.98E-69	360	41.111	95	378	KTD36229.1 TPR repeat-containing protein 	KTD36229.1
AVR58_11105	L. sainthelensi	3.18E-69	373	39.142	99	376	AYK03032.1 hypothetical protein CAB17_14950 	AYK03032.1
AVR58_11105	L. clemsonensis	9.50E-69	356	40.169	94	368	ASQ45776.1 Putative beta-lactamase HcpD precursor 	ASQ45776.1
AVR58_11105	L. erythra	1.21E-68	365	40.274	96	376	KTC98090.1 TPR repeat-containing protein 	KTC98090.1
AVR58_11105	L. donaldsonii	1.57E-68	363	40.496	96	368	"STX42436.1 TPR repeat protein, SEL1 subfamily "	STX42436.1
AVR58_11105	L. beliardensis	3.18E-68	366	37.705	97	376	"STX29020.1 TPR repeat protein, SEL1 subfamily "	STX29020.1
AVR58_11105	L. waltersii	5.44E-68	366	38.798	96	376	"SNV03940.1 TPR repeat protein, SEL1 subfamily "	SNV03940.1
AVR58_11105	L. longbeachae NSW150	7.43E-68	373	38.874	99	376	CBJ11809.1 putative Sel1 repeat protein 	CBJ11809.1
AVR58_11105	L. pneumophila	1.49E-67	367	39.51	96	376	AOU48921.1 hypothetical protein A9E85_06545 	AOU48921.1
AVR58_11105	L. sp. 27fs60	1.97E-67	359	39.554	94	376	MBL7481007.1 SEL1-like repeat protein 	MBL7481007.1
AVR58_11105	L. israelensis	4.99E-67	363	37.741	96	367	QDP72774.1 SEL1-like repeat protein 	QDP72774.1
AVR58_11105	L. taurinensis	4.21E-66	368	39.402	97	376	"STY26149.1 TPR repeat protein, SEL1 subfamily "	STY26149.1
AVR58_11105	L. fallonii LLAP-10	4.26E-66	359	38.44	94	376	CEG56706.1 conserved exported protein of unknown function[B-lactamase][TPR domain][Sel1 domain] 	CEG56706.1
AVR58_11105	L. massiliensis	5.49E-66	355	40.282	94	379	CEE14131.1 Beta-lactamase HcpA precursor 	CEE14131.1
AVR58_11105	L. anisa	7.32E-66	358	37.989	95	377	AWN74493.1 hypothetical protein DLD14_11900 	AWN74493.1
AVR58_11105	L. quateirensis	1.32E-65	371	38.005	98	376	"STY18067.1 TPR repeat protein, SEL1 subfamily "	STY18067.1
AVR58_11105	L. steelei	1.68E-65	371	37.197	98	378	KTD68025.1 Sel1 repeat protein 	KTD68025.1
AVR58_11105	L. steigerwaltii	2.08E-65	371	37.466	98	378	STY22854.1 Sel1 repeat protein 	STY22854.1
AVR58_11105	L. geestiana	2.37E-65	374	37.701	99	373	QBS11604.1 hypothetical protein E4T54_01985 	QBS11604.1
AVR58_11105	L. gratiana	2.48E-65	366	38.251	97	375	STX45283.1 Sel1 repeat protein 	STX45283.1
AVR58_11105	L. moravica	3.25E-65	371	38.005	98	376	"STX62954.1 TPR repeat protein, SEL1 subfamily "	STX62954.1
AVR58_11105	L. birminghamensis	9.65E-65	361	38.504	95	379	"STX31796.1 TPR repeat protein, SEL1 subfamily "	STX31796.1
AVR58_11105	L. jordanis	1.12E-64	376	38.564	99	373	"VEH12427.1 TPR repeat protein, SEL1 subfamily "	VEH12427.1
AVR58_11105	L. hackeliae	1.55E-64	365	39.452	97	368	CEK10857.1 Beta-lactamase[sel-like domain] 	CEK10857.1
AVR58_11105	L. cincinnatiensis	6.64E-64	373	39.142	99	376	STX34940.1 Sel1 repeat protein 	STX34940.1
AVR58_11105	L. lytica	1.16E-63	359	37.883	95	375	USQ12945.1 SEL1-like repeat protein 	USQ12945.1
AVR58_11105	L. shakespearei DSM 23087	3.10E-63	359	37.047	94	376	KTD59204.1 TPR repeat-containing protein 	KTD59204.1
AVR58_11105	L. sp. 27fs60	3.23E-63	347	39.193	91	489	MBL7481149.1 sel1 repeat family protein 	MBL7481149.1
AVR58_11105	L. sp. 27fs60	3.38E-61	310	41.613	91	489	MBL7481149.1 sel1 repeat family protein 	MBL7481149.1
AVR58_11105	L. sp. 27fs60	1.31E-53	298	40.604	91	489	MBL7481149.1 sel1 repeat family protein 	MBL7481149.1
AVR58_11105	L. sp. 27fs60	2.19E-53	308	40.584	91	489	MBL7481149.1 sel1 repeat family protein 	MBL7481149.1
AVR58_11105	L. sp. 27fs60	1.89E-38	234	40.171	91	489	MBL7481149.1 sel1 repeat family protein 	MBL7481149.1
AVR58_11105	L. quateirensis	3.78E-63	345	39.71	91	489	STY18231.1 TPR repeat protein 	STY18231.1
AVR58_11105	L. quateirensis	5.42E-58	310	40.323	91	489	STY18231.1 TPR repeat protein 	STY18231.1
AVR58_11105	L. quateirensis	3.92E-52	298	40.268	91	489	STY18231.1 TPR repeat protein 	STY18231.1
AVR58_11105	L. quateirensis	6.27E-40	234	41.026	91	489	STY18231.1 TPR repeat protein 	STY18231.1
AVR58_11105	L. spiritensis	4.48E-63	369	38.753	97	375	"VEG90147.1 TPR repeat protein, SEL1 subfamily "	VEG90147.1
AVR58_11105	L. moravica	6.77E-63	349	40.115	91	489	STX63083.1 TPR repeat protein 	STX63083.1
AVR58_11105	L. moravica	8.06E-56	310	40	91	489	STX63083.1 TPR repeat protein 	STX63083.1
AVR58_11105	L. moravica	2.56E-54	342	36.55	91	489	STX63083.1 TPR repeat protein 	STX63083.1
AVR58_11105	L. moravica	7.31E-42	263	40.304	91	489	STX63083.1 TPR repeat protein 	STX63083.1
AVR58_11105	L. adelaidensis	1.82E-61	362	36.188	96	375	KTC65853.1 TPR repeat-containing protein 	KTC65853.1
AVR58_11105	L. sp. HCPI-6	3.94E-61	357	39.496	94	376	MCL9684616.1 SEL1-like repeat protein 	MCL9684616.1
AVR58_11105	L. drancourtii LLAP12	4.78E-61	363	39.118	96	376	EHL32328.1 TPR repeat-containing protein 	EHL32328.1
AVR58_11105	L. antarctica	5.15E-61	357	39.216	94	376	BCA95292.1 hypothetical protein TUM19329_16530 	BCA95292.1
AVR58_11105	L. oakridgensis	1.04E-60	351	37.037	93	375	KTD38025.1 TPR repeat-containing protein 	KTD38025.1
AVR58_11105	L. londiniensis	1.17E-60	359	35.933	95	380	"STX93287.1 TPR repeat protein, SEL1 subfamily "	STX93287.1
AVR58_11105	L. quinlivanii	7.13E-60	359	37.604	94	377	KTD51570.1 TPR repeat-containing protein 	KTD51570.1
AVR58_11105	L. pneumophila	2.21E-59	241	48.133	93	490	AOU48785.1 HcpA family protein 	AOU48785.1
AVR58_11105	L. pneumophila	6.34E-58	300	39.333	93	490	AOU48785.1 HcpA family protein 	AOU48785.1
AVR58_11105	L. pneumophila	1.11E-52	309	38.188	93	490	AOU48785.1 HcpA family protein 	AOU48785.1
AVR58_11105	L. pneumophila	1.22E-51	308	38.636	93	490	AOU48785.1 HcpA family protein 	AOU48785.1
AVR58_11105	L. pneumophila	1.70E-44	201	44.776	93	490	AOU48785.1 HcpA family protein 	AOU48785.1
AVR58_11105	L. pneumophila	2.66E-34	263	36.882	93	490	AOU48785.1 HcpA family protein 	AOU48785.1
AVR58_11105	L. shakespearei DSM 23087	6.56E-59	308	39.61	87	417	KTD63324.1 TPR repeat protein 	KTD63324.1
AVR58_11105	L. shakespearei DSM 23087	7.52E-58	311	40.514	87	417	KTD63324.1 TPR repeat protein 	KTD63324.1
AVR58_11105	L. shakespearei DSM 23087	4.90E-48	257	39.689	87	417	KTD63324.1 TPR repeat protein 	KTD63324.1
AVR58_11105	L. shakespearei DSM 23087	3.64E-41	230	39.565	87	417	KTD63324.1 TPR repeat protein 	KTD63324.1
AVR58_11105	L. shakespearei DSM 23087	1.49E-26	184	40.217	87	417	KTD63324.1 TPR repeat protein 	KTD63324.1
AVR58_11105	L. bozemanae	1.83E-58	358	38.268	95	377	STO34224.1 Putative beta-lactamase hcpD precursor 	STO34224.1
AVR58_11105	L. sp. HCPI-6	2.82E-58	364	38.187	93	493	MCL9685556.1 sel1 repeat family protein 	MCL9685556.1
AVR58_11105	L. sp. HCPI-6	5.52E-49	344	37.209	93	493	MCL9685556.1 sel1 repeat family protein 	MCL9685556.1
AVR58_11105	L. sp. HCPI-6	1.32E-43	267	38.577	93	493	MCL9685556.1 sel1 repeat family protein 	MCL9685556.1
AVR58_11105	L. sp. HCPI-6	6.66E-43	242	41.322	93	493	MCL9685556.1 sel1 repeat family protein 	MCL9685556.1
AVR58_11105	L. sp. HCPI-6	2.00E-35	234	39.744	93	493	MCL9685556.1 sel1 repeat family protein 	MCL9685556.1
AVR58_11105	L. norrlandica	8.69E-58	300	39.667	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. norrlandica	4.75E-54	284	40.845	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. norrlandica	6.23E-53	301	37.874	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. norrlandica	5.21E-51	310	38.71	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. norrlandica	1.29E-50	310	39.355	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. norrlandica	1.25E-33	263	36.882	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. norrlandica	2.63E-22	137	41.606	94	489	KGP63530.1 beta-lactamase 	KGP63530.1
AVR58_11105	L. qingyii	8.86E-58	358	38.827	95	377	RUR22049.1 sel1 repeat family protein 	RUR22049.1
AVR58_11105	L. fallonii LLAP-10	6.83E-57	336	37.798	95	494	CEG56543.1 Beta-lactamase [TPR domain][Sel1-domain] 	CEG56543.1
AVR58_11105	L. fallonii LLAP-10	1.71E-51	267	41.948	95	494	CEG56543.1 Beta-lactamase [TPR domain][Sel1-domain] 	CEG56543.1
AVR58_11105	L. fallonii LLAP-10	7.59E-51	328	38.11	95	494	CEG56543.1 Beta-lactamase [TPR domain][Sel1-domain] 	CEG56543.1
AVR58_11105	L. fallonii LLAP-10	8.46E-46	303	39.274	95	494	CEG56543.1 Beta-lactamase [TPR domain][Sel1-domain] 	CEG56543.1
AVR58_11105	L. fallonii LLAP-10	2.99E-34	234	37.607	95	494	CEG56543.1 Beta-lactamase [TPR domain][Sel1-domain] 	CEG56543.1
AVR58_11105	L. anisa	1.47E-56	260	40.769	90	271	AWN75237.1 hypothetical protein DLD14_16145 	AWN75237.1
AVR58_11105	L. anisa	3.96E-42	218	39.908	90	271	AWN75237.1 hypothetical protein DLD14_16145 	AWN75237.1
AVR58_11105	L. anisa	9.09E-37	195	40.513	90	271	AWN75237.1 hypothetical protein DLD14_16145 	AWN75237.1
