#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	salltitles	species
STX35853.1	AVR58_09230	2.48e-25	232	35.345	97	237	220	STX35853.1 Dot/Icm T4SS effector 	L. cincinnatiensis
EHL31684.1	AVR58_09230	7.27e-21	252	30.556	99	259	220	EHL31684.1 hypothetical protein LDG_6348 	L. drancourtii LLAP12
USQ14957.1	AVR58_09230	3.62e-11	247	26.316	91	279	220	USQ14957.1 hypothetical protein J2N86_06585 	L. lytica
AOU49409.1	AVR58_09395	0.0	405	100.000	100	405	405	AOU49409.1 microtubule-binding protein 	L. pneumophila
KGP63285.1	AVR58_09395	7.76e-174	403	65.757	99	407	405	KGP63285.1 microtubule-binding protein 	L. norrlandica
SNV06907.1	AVR58_09395	1.50e-96	399	41.103	98	403	405	SNV06907.1 microtubule binding protein, putative 	L. waltersii
KTD64970.1	AVR58_09395	6.43e-92	406	40.394	100	398	405	KTD64970.1 microtubule binding protein 	L. shakespearei DSM 23087
MCL9684743.1	AVR58_09395	9.39e-86	403	38.958	98	415	405	MCL9684743.1 hypothetical protein LOX96_11615 	L. sp. HCPI-6
BCA94836.1	AVR58_09395	1.15e-81	377	40.053	91	398	405	BCA94836.1 membrane protein 	L. antarctica
STY17461.1	AVR58_09395	3.25e-80	413	37.772	95	455	405	STY17461.1 microtubule binding protein, putative 	L. quateirensis
MBL7479135.1	AVR58_09395	3.25e-78	400	38.500	95	455	405	MBL7479135.1 hypothetical protein IZU94_04075 	L. sp. 27fs60
RUR19399.1	AVR58_09395	7.26e-77	381	37.795	90	434	405	RUR19399.1 hypothetical protein ELY20_15805 	L. qingyii
STO34084.1	AVR58_09395	3.11e-74	377	35.013	90	432	405	STO34084.1 ATPase involved in DNA repair 	L. bozemanae
STY31753.1	AVR58_09395	3.37e-74	423	34.515	95	435	405	STY31753.1 inclusion membrane protein A 	L. wadsworthii
STX76453.1	AVR58_09395	4.29e-73	377	35.013	90	435	405	STX76453.1 inclusion membrane protein A 	L. parisiensis
AUH71268.1	AVR58_09395	4.60e-73	405	37.284	95	428	405	AUH71268.1 hypothetical protein CAB17_03715 	L. sainthelensi
KTD57237.1	AVR58_09395	1.73e-72	383	35.770	94	426	405	KTD57237.1 inclusion membrane protein A 	L. shakespearei DSM 23087
STY24586.1	AVR58_09395	6.59e-72	369	35.501	90	426	405	STY24586.1 inclusion membrane protein A 	L. steigerwaltii
CBJ13846.1	AVR58_09395	8.83e-71	393	37.150	92	428	405	CBJ13846.1 Weakly similar to eukaryotic proteins, coiled coil domain and putative eukaryotic bZIP transcription factor domain 	L. longbeachae NSW150
KTD56565.1	AVR58_09395	1.20e-70	394	37.563	92	429	405	KTD56565.1 inclusion membrane protein A 	L. santicrucis
KTD69420.1	AVR58_09395	5.33e-67	415	33.735	93	461	405	KTD69420.1 inclusion membrane protein A 	L. steelei
STX51085.1	AVR58_09395	1.30e-66	368	35.598	90	408	405	STX51085.1 inclusion membrane protein A 	L. busanensis
STX36777.1	AVR58_09395	2.12e-66	414	36.473	97	425	405	STX36777.1 inclusion membrane protein A 	L. cincinnatiensis
STY32707.1	AVR58_09395	6.63e-65	382	32.461	92	427	405	STY32707.1 inclusion membrane protein A 	L. worsleiensis
AWN72909.1	AVR58_09395	1.78e-64	371	34.501	91	417	405	AWN72909.1 hypothetical protein DLD14_03110 	L. anisa
KTD63374.1	AVR58_09395	1.81e-50	371	30.728	90	397	405	KTD63374.1 inclusion membrane protein A 	L. santicrucis
AOU49413.1	AVR58_09415	0.0	443	100.000	100	443	443	AOU49413.1 hypothetical protein A9E85_09210 	L. pneumophila
KGP63310.1	AVR58_09415	0.0	440	70.682	99	439	443	KGP63310.1 hypothetical protein EP47_09260 	L. norrlandica
MBL7480340.1	AVR58_09415	7.08e-125	428	46.729	95	436	443	MBL7480340.1 phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein 	L. sp. 27fs60
STY18924.1	AVR58_09415	3.88e-118	428	45.093	95	436	443	STY18924.1 cardiolipin synthase 	L. quateirensis
STX81327.1	AVR58_09415	1.44e-97	422	40.521	92	425	443	STX81327.1 cardiolipin synthase 	L. busanensis
AOU49415.1	AVR58_09425	0.0	553	100.000	100	553	553	AOU49415.1 secretion system protein 	L. pneumophila
STY17419.1	AVR58_09425	2.34e-152	562	45.196	98	565	553	STY17419.1 Leucine-rich repeat protein Substrate of the Dot/Icm secretion system 	L. quateirensis
MBL7479371.1	AVR58_09425	6.57e-149	580	44.310	98	582	553	MBL7479371.1 secretion system protein 	L. sp. 27fs60
MBL7479309.1	AVR58_09425	6.57e-149	580	44.310	98	582	553	MBL7479309.1 secretion system protein 	L. sp. 27fs60
WED42291.1	AVR58_09425	7.23e-140	535	45.421	96	556	553	WED42291.1 secretion system protein 	L. cardiaca
AOU49419.1	AVR58_09450	1.17e-121	167	100.000	100	167	167	AOU49419.1 hypothetical protein A9E85_09245 	L. pneumophila
CEG56208.1	AVR58_09450	2.03e-42	162	46.296	97	186	167	CEG56208.1 conserved protein of unknown function 	L. fallonii LLAP-10
MCL9682675.1	AVR58_09450	1.09e-30	151	41.722	90	180	167	MCL9682675.1 hypothetical protein LOX96_01060 	L. sp. HCPI-6
BCA94811.1	AVR58_09450	3.81e-30	152	40.132	90	179	167	BCA94811.1 hypothetical protein TUM19329_11720 	L. antarctica
STX62306.1	AVR58_09450	5.18e-29	152	38.816	90	176	167	STX62306.1 Uncharacterised protein 	L. moravica
MBL7479351.1	AVR58_09450	2.03e-27	161	34.783	96	174	167	MBL7479351.1 hypothetical protein IZU94_05160 	L. sp. 27fs60
MBL7479329.1	AVR58_09450	2.03e-27	161	34.783	96	174	167	MBL7479329.1 hypothetical protein IZU94_05050 	L. sp. 27fs60
STY17400.1	AVR58_09450	4.31e-27	161	35.404	96	174	167	STY17400.1 Uncharacterised protein 	L. quateirensis
AOU49431.1	AVR58_09510	0.0	601	100.000	100	601	601	AOU49431.1 hypothetical protein A9E85_09305 	L. pneumophila
SNV02953.1	AVR58_09510	0.0	590	55.932	98	594	601	SNV02953.1 Uncharacterised protein 	L. waltersii
MCL9682690.1	AVR58_09510	0.0	596	55.034	98	579	601	MCL9682690.1 hypothetical protein LOX96_01135 	L. sp. HCPI-6
BCA94789.1	AVR58_09510	0.0	593	54.469	98	578	601	BCA94789.1 hypothetical protein TUM19329_11500 	L. antarctica
CEG56191.1	AVR58_09510	0.0	595	54.286	98	580	601	CEG56191.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
STX62280.1	AVR58_09510	0.0	594	51.684	98	587	601	STX62280.1 Uncharacterised protein 	L. moravica
STY17376.1	AVR58_09510	0.0	596	51.510	98	585	601	STY17376.1 Uncharacterised protein 	L. quateirensis
AUH72432.1	AVR58_09510	0.0	595	51.933	99	580	601	AUH72432.1 hypothetical protein CAB17_10365 	L. sainthelensi
MBL7479384.1	AVR58_09510	0.0	594	51.347	98	585	601	MBL7479384.1 hypothetical protein IZU94_05325 	L. sp. 27fs60
KTD66010.1	AVR58_09510	0.0	595	52.101	98	580	601	KTD66010.1 hypothetical protein Lsan_0665 	L. santicrucis
KTD64930.1	AVR58_09510	0.0	598	52.341	99	571	601	KTD64930.1 hypothetical protein Lsha_0299 	L. shakespearei DSM 23087
CBJ11599.1	AVR58_09510	0.0	596	52.013	98	580	601	CBJ11599.1 hypothetical protein LLO_1240 	L. longbeachae NSW150
STX45479.1	AVR58_09510	0.0	599	51.920	99	580	601	STX45479.1 Uncharacterised protein 	L. gratiana
AWN74619.1	AVR58_09510	0.0	595	52.437	99	582	601	AWN74619.1 hypothetical protein DLD14_12645 	L. anisa
STO34360.1	AVR58_09510	0.0	597	52.429	99	587	601	STO34360.1 Uncharacterised protein 	L. bozemanae
RUR21004.1	AVR58_09510	0.0	595	51.765	99	580	601	RUR21004.1 hypothetical protein ELY20_13735 	L. qingyii
STX76722.1	AVR58_09510	0.0	597	52.429	98	588	601	STX76722.1 Uncharacterised protein 	L. parisiensis
KTD67873.1	AVR58_09510	0.0	595	51.261	99	580	601	KTD67873.1 hypothetical protein Lste_1031 	L. steelei
STX35666.1	AVR58_09510	0.0	595	51.092	99	580	601	STX35666.1 Uncharacterised protein 	L. cincinnatiensis
STY29604.1	AVR58_09510	0.0	595	51.597	99	580	601	STY29604.1 Uncharacterised protein 	L. wadsworthii
STY22712.1	AVR58_09510	0.0	597	50.586	99	579	601	STY22712.1 Uncharacterised protein 	L. steigerwaltii
EHL30316.1	AVR58_09510	0.0	599	51.419	99	566	601	EHL30316.1 hypothetical protein LDG_7648 	L. drancourtii LLAP12
USQ13120.1	AVR58_09510	0.0	594	47.811	98	563	601	USQ13120.1 hypothetical protein J2N86_10510 	L. lytica
CEE13905.1	AVR58_09510	5.37e-170	597	46.064	99	569	601	CEE13905.1 hypothetical protein BN1094_02475 	L. massiliensis
QDP72491.1	AVR58_09510	1.98e-169	592	44.764	98	579	601	QDP72491.1 hypothetical protein FOG18_07950 	L. israelensis
SFL69205.1	AVR58_09510	2.53e-166	602	45.515	99	585	601	SFL69205.1 hypothetical protein SAMN02746073_1404 	L. jamestowniensis DSM 19215
ASQ45616.1	AVR58_09510	7.64e-166	619	43.134	99	586	601	ASQ45616.1 hypothetical protein clem_05300 	L. clemsonensis
WED44014.1	AVR58_09510	2.55e-157	662	42.447	99	662	601	WED44014.1 hypothetical protein PXX05_04305 	L. cardiaca
CEG60642.1	AVR58_09510	4.24e-156	604	43.709	98	572	601	CEG60642.1 conserved membrane protein of unknown function 	L. micdadei
SUP01892.1	AVR58_09510	4.80e-155	596	44.128	98	575	601	SUP01892.1 Uncharacterised protein 	L. maceachernii
KTC78004.1	AVR58_09510	1.51e-151	662	40.634	98	661	601	KTC78004.1 hypothetical protein Lbru_2296 	L. brunensis
VEH12290.1	AVR58_09510	4.68e-150	674	40.801	99	665	601	VEH12290.1 Uncharacterised protein 	L. jordanis
KTD36787.1	AVR58_09510	1.08e-146	601	41.597	99	582	601	KTD36787.1 hypothetical protein Lnau_1771 	L. nautarum
AOU49433.1	AVR58_09520	0.0	331	100.000	100	331	331	AOU49433.1 hypothetical protein A9E85_09315 	L. pneumophila
KGP62744.1	AVR58_09520	9.95e-155	335	65.075	100	334	331	KGP62744.1 hypothetical protein EP47_13735 	L. norrlandica
CBJ11597.1	AVR58_09520	8.32e-116	329	53.495	99	327	331	CBJ11597.1 hypothetical protein LLO_1238 	L. longbeachae NSW150
STX45481.1	AVR58_09520	4.42e-114	328	52.134	99	329	331	STX45481.1 Uncharacterised protein 	L. gratiana
MCL9682692.1	AVR58_09520	9.29e-113	327	48.318	99	335	331	MCL9682692.1 hypothetical protein LOX96_01145 	L. sp. HCPI-6
BCA94787.1	AVR58_09520	1.17e-111	326	48.773	98	328	331	BCA94787.1 hypothetical protein TUM19329_11480 	L. antarctica
STX35668.1	AVR58_09520	4.57e-111	328	51.829	99	325	331	STX35668.1 Uncharacterised protein 	L. cincinnatiensis
AUH72430.1	AVR58_09520	1.29e-110	328	50.305	99	325	331	AUH72430.1 hypothetical protein CAB17_10355 	L. sainthelensi
KTD66008.1	AVR58_09520	1.71e-110	332	50.602	99	325	331	KTD66008.1 hypothetical protein Lsan_0663 	L. santicrucis
STX62277.1	AVR58_09520	1.25e-107	324	48.148	98	331	331	STX62277.1 Uncharacterised protein 	L. moravica
STY17373.1	AVR58_09520	1.68e-107	328	47.866	99	327	331	STY17373.1 Uncharacterised protein 	L. quateirensis
MBL7479387.1	AVR58_09520	1.88e-106	328	48.171	99	329	331	MBL7479387.1 hypothetical protein IZU94_05340 	L. sp. 27fs60
KTD64929.1	AVR58_09520	5.73e-104	328	49.085	98	329	331	KTD64929.1 hypothetical protein Lsha_0298 	L. shakespearei DSM 23087
SNV02941.1	AVR58_09520	2.87e-103	324	48.148	98	326	331	SNV02941.1 Uncharacterised protein 	L. waltersii
STO34362.1	AVR58_09520	3.06e-102	335	48.955	98	356	331	STO34362.1 Uncharacterised protein 	L. bozemanae
AWN74621.1	AVR58_09520	6.03e-100	337	48.368	98	359	331	AWN74621.1 hypothetical protein DLD14_12655 	L. anisa
STX76724.1	AVR58_09520	1.47e-97	328	48.476	98	369	331	STX76724.1 Uncharacterised protein 	L. parisiensis
STY29606.1	AVR58_09520	9.73e-95	341	45.748	97	370	331	STY29606.1 Uncharacterised protein 	L. wadsworthii
STY22710.1	AVR58_09520	8.73e-94	345	44.638	98	369	331	STY22710.1 Uncharacterised protein 	L. steigerwaltii
CEG56189.1	AVR58_09520	2.77e-89	337	42.433	99	346	331	CEG56189.1 conserved protein of unknown function 	L. fallonii LLAP-10
USQ13122.1	AVR58_09520	5.47e-87	330	42.727	98	336	331	USQ13122.1 hypothetical protein J2N86_10520 	L. lytica
STY33078.1	AVR58_09520	1.92e-86	334	43.713	99	329	331	STY33078.1 Uncharacterised protein 	L. worsleiensis
KTD67871.1	AVR58_09520	4.47e-84	366	40.984	97	438	331	KTD67871.1 hypothetical protein Lste_1029 	L. steelei
KTC77115.1	AVR58_09520	9.42e-57	350	33.714	97	345	331	KTC77115.1 hypothetical protein Lbru_3222 	L. brunensis
SNV46970.1	AVR58_09520	1.82e-53	337	37.685	94	356	331	SNV46970.1 Uncharacterised protein 	L. lansingensis
WED43459.1	AVR58_09520	5.63e-53	345	35.942	94	365	331	WED43459.1 hypothetical protein PXX05_01415 	L. cardiaca
SFL51720.1	AVR58_09520	5.56e-51	349	33.811	97	346	331	SFL51720.1 hypothetical protein SAMN02746073_0618 	L. jamestowniensis DSM 19215
ASQ46907.1	AVR58_09520	1.75e-49	343	31.487	95	347	331	ASQ46907.1 hypothetical protein clem_11850 	L. clemsonensis
VEH11733.1	AVR58_09520	9.92e-48	357	33.613	96	357	331	VEH11733.1 Uncharacterised protein 	L. jordanis
SFL88279.1	AVR58_09520	1.14e-43	339	32.153	95	379	331	SFL88279.1 hypothetical protein SAMN02746073_2392 	L. jamestowniensis DSM 19215
ASQ46008.1	AVR58_09520	1.72e-42	351	31.624	98	384	331	ASQ46008.1 hypothetical protein clem_07275 	L. clemsonensis
KTD37189.1	AVR58_09520	1.12e-40	332	30.422	95	343	331	KTD37189.1 hypothetical protein Loak_2325 	L. oakridgensis
KTD36934.1	AVR58_09520	9.07e-40	322	32.919	96	336	331	KTD36934.1 hypothetical protein Loak_2070 	L. oakridgensis
STX28158.1	AVR58_09520	5.43e-39	360	30.833	97	367	331	STX28158.1 Uncharacterised protein 	L. beliardensis
MBL7480620.1	AVR58_09520	2.03e-38	349	29.226	95	381	331	MBL7480620.1 hypothetical protein IZU94_11685 	L. sp. 27fs60
CEK09720.1	AVR58_09520	4.12e-38	359	28.691	97	340	331	CEK09720.1 protein of unknown function 	L. hackeliae
STX39991.1	AVR58_09520	2.21e-37	336	30.357	97	388	331	STX39991.1 Uncharacterised protein 	L. feeleii
STX45019.1	AVR58_09520	2.34e-37	337	31.454	97	384	331	STX45019.1 Uncharacterised protein 	L. donaldsonii
AWN74833.1	AVR58_09520	5.47e-37	330	31.818	99	940	331	AWN74833.1 protein kinase family protein 	L. anisa
STX50640.1	AVR58_09520	2.07e-36	353	31.728	96	365	331	STX50640.1 Uncharacterised protein 	L. busanensis
STX42004.1	AVR58_09520	2.46e-35	364	30.495	98	391	331	STX42004.1 Uncharacterised protein 	L. gratiana
KTD35747.1	AVR58_09520	2.18e-34	335	31.045	95	382	331	KTD35747.1 hypothetical protein Lnau_0731 	L. nautarum
CEE14753.1	AVR58_09520	6.47e-33	344	26.744	97	351	331	CEE14753.1 hypothetical protein BN1094_03330 	L. massiliensis
AWN75648.1	AVR58_09520	1.25e-30	341	29.032	93	364	331	AWN75648.1 hypothetical protein DLD14_18380 	L. anisa
STO32831.1	AVR58_09520	1.29e-27	342	28.947	92	370	331	STO32831.1 Uncharacterised protein 	L. bozemanae
KTC96066.1	AVR58_09520	1.35e-27	323	29.412	95	320	331	KTC96066.1 hypothetical protein Lery_1858 	L. erythra
CEG61673.1	AVR58_09520	1.38e-27	359	29.805	98	403	331	CEG61673.1 protein of unknown function 	L. micdadei
STY28266.1	AVR58_09520	3.50e-27	362	28.729	98	379	331	STY28266.1 Uncharacterised protein 	L. wadsworthii
SUP04012.1	AVR58_09520	1.30e-26	351	28.490	94	410	331	SUP04012.1 Uncharacterised protein 	L. maceachernii
WED44434.1	AVR58_09520	2.35e-26	356	27.247	97	357	331	WED44434.1 hypothetical protein PXX05_06525 	L. cardiaca
KTC64921.1	AVR58_09520	1.03e-25	342	27.778	98	326	331	KTC64921.1 hypothetical protein Lade_1728 	L. adelaidensis
STX71978.1	AVR58_09520	2.26e-24	343	27.988	92	370	331	STX71978.1 Uncharacterised protein 	L. parisiensis
KTD48244.1	AVR58_09520	9.14e-23	331	26.284	95	332	331	KTD48244.1 hypothetical protein Lqui_2055 	L. quinlivanii
QBS11289.1	AVR58_09520	6.76e-21	338	26.627	94	333	331	QBS11289.1 hypothetical protein E4T54_00230 	L. geestiana
STX31410.1	AVR58_09520	1.03e-16	346	24.855	93	355	331	STX31410.1 Uncharacterised protein 	L. birminghamensis
SNV13110.1	AVR58_09520	3.80e-13	332	21.988	95	331	331	SNV13110.1 Uncharacterised protein 	L. waltersii
WED42486.1	AVR58_09520	3.83e-12	353	27.479	98	324	331	WED42486.1 hypothetical protein PXX05_11245 	L. cardiaca
AWN74241.1	AVR58_09520	9.03e-10	341	21.408	94	336	331	AWN74241.1 hypothetical protein DLD14_10510 	L. anisa
STO33947.1	AVR58_09520	1.26e-09	342	21.345	95	333	331	STO33947.1 Uncharacterised protein 	L. bozemanae
AOU47930.1	AVR58_01165	0.0	1495	100.000	100	1495	1495	AOU47930.1 septation initiation protein 	L. pneumophila
AOU49672.1	AVR58_01165	0.0	1505	64.120	99	1499	1495	AOU49672.1 septation initiation protein 	L. pneumophila
AYK03102.1	AVR58_01165	0.0	1567	58.966	99	1568	1495	AYK03102.1 septation initiation protein 	L. sainthelensi
STX33834.1	AVR58_01165	0.0	1555	59.486	99	1567	1495	STX33834.1 SidE protein 	L. cincinnatiensis
KTD66611.1	AVR58_01165	0.0	1549	59.199	99	1561	1495	KTD66611.1 SidE protein 	L. santicrucis
CBJ10756.1	AVR58_01165	0.0	1551	58.349	99	1568	1495	CBJ10756.1 SidE protein 	L. longbeachae NSW150
KTD66612.1	AVR58_01165	0.0	1569	55.641	99	1559	1495	KTD66612.1 hypothetical protein Lsan_0557 	L. santicrucis
CBJ10757.1	AVR58_01165	0.0	1559	55.613	99	1562	1495	CBJ10757.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. longbeachae NSW150
STX33835.1	AVR58_01165	0.0	1559	55.933	99	1560	1495	STX33835.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. cincinnatiensis
AUH71706.1	AVR58_01165	0.0	1560	55.128	99	1559	1495	AUH71706.1 septation initiation protein 	L. sainthelensi
STX46222.1	AVR58_01165	0.0	1580	55.253	100	1561	1495	STX46222.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. gratiana
STX36451.1	AVR58_01165	0.0	1539	54.711	99	1517	1495	STX36451.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. cincinnatiensis
CBJ13543.1	AVR58_01165	0.0	1594	52.698	99	1575	1495	CBJ13543.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. longbeachae NSW150
AUH70951.1	AVR58_01165	0.0	1595	52.853	99	1570	1495	AUH70951.1 septation initiation protein 	L. sainthelensi
STX36453.1	AVR58_01165	0.0	1527	53.242	100	1496	1495	STX36453.1 Similar to Sid proteins 	L. cincinnatiensis
KTD63773.1	AVR58_01165	0.0	1591	52.043	99	1570	1495	KTD63773.1 hypothetical protein Lsan_1206 	L. santicrucis
STX46225.1	AVR58_01165	0.0	1594	51.882	99	1586	1495	STX46225.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. gratiana
CBJ13546.1	AVR58_01165	0.0	1531	52.449	100	1496	1495	CBJ13546.1 Similar to Sid proteins 	L. longbeachae NSW150
AOU49668.1	AVR58_01165	0.0	1555	51.318	99	1533	1495	AOU49668.1 septation initiation protein 	L. pneumophila
AOU49671.1	AVR58_01165	0.0	1542	52.075	99	1921	1495	AOU49671.1 septation initiation protein 	L. pneumophila
STX46226.1	AVR58_01165	0.0	1517	52.868	99	1465	1495	STX46226.1 Similar to Sid proteins 	L. gratiana
KTD66610.1	AVR58_01165	0.0	1542	51.881	99	1489	1495	KTD66610.1 hypothetical protein Lsan_0555 	L. santicrucis
AYK03101.1	AVR58_01165	0.0	1540	52.013	99	1489	1495	AYK03101.1 septation initiation protein 	L. sainthelensi
STX33833.1	AVR58_01165	0.0	1521	51.808	99	1494	1495	STX33833.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. cincinnatiensis
STX46224.1	AVR58_01165	0.0	1548	49.677	100	1496	1495	STX46224.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. gratiana
CBJ10755.1	AVR58_01165	0.0	1538	50.000	99	1489	1495	CBJ10755.1 Homologous to SidE substrate of Dot/Icm secretion system 	L. longbeachae NSW150
AOU49448.1	AVR58_09600	0.0	881	100.000	100	881	881	AOU49448.1 hypothetical protein A9E85_09395 	L. pneumophila
KGP62729.1	AVR58_09600	0.0	882	69.501	100	881	881	KGP62729.1 hypothetical protein EP47_13650 	L. norrlandica
STY17354.1	AVR58_09600	0.0	885	59.548	100	883	881	STY17354.1 coiled-coil protein 	L. quateirensis
MBL7479407.1	AVR58_09600	0.0	885	59.209	100	882	881	MBL7479407.1 hypothetical protein IZU94_05440 	L. sp. 27fs60
KTD67577.1	AVR58_09600	0.0	852	59.624	97	882	881	KTD67577.1 coiled-coil protein 	L. shakespearei DSM 23087
STX62257.1	AVR58_09600	0.0	854	59.602	97	882	881	STX62257.1 coiled-coil protein 	L. moravica
STY30684.1	AVR58_09600	0.0	852	57.981	96	883	881	STY30684.1 coiled-coil protein 	L. worsleiensis
SNV02796.1	AVR58_09600	0.0	850	51.765	96	881	881	SNV02796.1 coiled-coil protein 	L. waltersii
AWN74635.1	AVR58_09600	0.0	818	52.689	93	877	881	AWN74635.1 hypothetical protein DLD14_12730 	L. anisa
STO34377.1	AVR58_09600	0.0	817	52.754	93	877	881	STO34377.1 Uncharacterised protein 	L. bozemanae
RUR20988.1	AVR58_09600	0.0	837	51.971	95	865	881	RUR20988.1 hypothetical protein ELY20_13655 	L. qingyii
STY22695.1	AVR58_09600	0.0	836	51.555	95	876	881	STY22695.1 coiled-coil protein 	L. steigerwaltii
STX76738.1	AVR58_09600	0.0	815	51.779	92	882	881	STX76738.1 coiled-coil protein 	L. parisiensis
STX35680.1	AVR58_09600	0.0	816	52.083	93	872	881	STX35680.1 coiled-coil protein 	L. cincinnatiensis
STX45494.1	AVR58_09600	0.0	832	51.562	94	872	881	STX45494.1 coiled-coil protein 	L. gratiana
STY29619.1	AVR58_09600	0.0	821	51.279	93	872	881	STY29619.1 coiled-coil protein 	L. wadsworthii
KTD67857.1	AVR58_09600	0.0	836	50.598	95	878	881	KTD67857.1 coiled-coil protein 	L. steelei
AUH72419.1	AVR58_09600	0.0	817	50.673	93	873	881	AUH72419.1 hypothetical protein CAB17_10295 	L. sainthelensi
KTD67583.1	AVR58_09600	0.0	831	50.782	94	869	881	KTD67583.1 coiled-coil protein 	L. santicrucis
CBJ11584.1	AVR58_09600	0.0	817	49.694	93	872	881	CBJ11584.1 hypothetical protein LLO_1225 	L. longbeachae NSW150
STX31214.1	AVR58_09600	0.0	799	43.179	90	887	881	STX31214.1 coiled-coil protein 	L. birminghamensis
KTD46084.1	AVR58_09600	0.0	826	41.768	93	881	881	KTD46084.1 coiled-coil protein 	L. quinlivanii
QDP71919.1	AVR58_09600	0.0	858	42.424	96	879	881	QDP71919.1 hypothetical protein FOG18_04685 	L. israelensis
VEG89608.1	AVR58_09600	0.0	802	41.272	91	890	881	VEG89608.1 coiled-coil protein 	L. spiritensis
STY25736.1	AVR58_09600	0.0	835	39.521	92	896	881	STY25736.1 coiled-coil protein 	L. taurinensis
KTC99367.1	AVR58_09600	0.0	841	39.596	92	897	881	KTC99367.1 coiled-coil protein 	L. erythra
KTD44077.1	AVR58_09600	3.02e-180	849	39.223	93	912	881	KTD44077.1 coiled-coil protein 	L. oakridgensis
STX92826.1	AVR58_09600	2.54e-176	833	38.055	94	867	881	STX92826.1 coiled-coil protein 	L. londiniensis
SUP03920.1	AVR58_09600	2.33e-111	827	32.527	90	911	881	SUP03920.1 Uncharacterised protein 	L. maceachernii
STX43680.1	AVR58_09600	1.09e-110	887	31.793	95	893	881	STX43680.1 coiled-coil protein 	L. gratiana
STX35861.1	AVR58_09600	1.55e-106	899	29.700	95	922	881	STX35861.1 coiled-coil protein 	L. cincinnatiensis
AOU49453.1	AVR58_09630	0.0	247	100.000	100	247	247	AOU49453.1 hypothetical protein A9E85_09425 	L. pneumophila
USQ15471.1	AVR58_09630	3.95e-123	246	69.106	99	250	247	USQ15471.1 hypothetical protein J2N86_14620 (plasmid) 	L. lytica
MCL9685605.1	AVR58_09630	9.91e-101	237	59.494	96	245	247	MCL9685605.1 hypothetical protein LOX96_16005 	L. sp. HCPI-6
AOU49455.1	AVR58_09640	1.23e-149	204	100.000	100	204	204	AOU49455.1 hypothetical protein A9E85_09435 	L. pneumophila
AOU49947.1	AVR58_09640	3.41e-56	199	52.261	95	354	204	AOU49947.1 hypothetical protein A9E85_12070 	L. pneumophila
AOU49940.1	AVR58_09640	5.19e-44	197	47.208	94	294	204	AOU49940.1 hypothetical protein A9E85_12035 	L. pneumophila
CEK09241.1	AVR58_09640	2.16e-30	227	35.683	94	413	204	CEK09241.1 Dot/Icm T4SS effector 	L. hackeliae
STX44024.1	AVR58_09640	1.74e-28	199	40.201	94	240	204	STX44024.1 leucine-rich repeat-containing protein 	L. gratiana
STO33050.1	AVR58_09640	3.43e-28	199	40.201	94	240	204	STO33050.1 Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport 	L. bozemanae
STX29590.1	AVR58_09640	3.76e-27	191	37.696	91	295	204	STX29590.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. beliardensis
KTC84968.1	AVR58_09640	5.19e-26	196	34.694	93	266	204	KTC84968.1 leucine-rich repeat-containing protein 	L. brunensis
USQ15397.1	AVR58_09640	5.06e-23	193	35.751	91	241	204	USQ15397.1 hypothetical protein J2N86_14195 (plasmid) 	L. lytica
SFM06091.1	AVR58_09640	3.19e-22	248	30.242	96	542	204	SFM06091.1 hypothetical protein SAMN02746073_0193 	L. jamestowniensis DSM 19215
BCA95754.1	AVR58_09640	1.11e-20	203	33.498	93	566	204	BCA95754.1 hypothetical protein TUM19329_21150 	L. antarctica
STX51646.1	AVR58_09640	1.85e-20	234	30.769	94	541	204	STX51646.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. busanensis
STX40692.1	AVR58_09640	2.05e-20	225	29.333	91	268	204	STX40692.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. donaldsonii
ASQ47151.1	AVR58_09640	3.07e-19	237	30.802	91	542	204	ASQ47151.1 hypothetical protein clem_13090 	L. clemsonensis
STX81334.1	AVR58_09640	3.65e-16	231	30.303	95	260	204	STX81334.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. busanensis
SNV51406.1	AVR58_09640	4.43e-16	192	32.292	92	260	204	SNV51406.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. lansingensis
STX36761.1	AVR58_09640	2.03e-14	199	30.653	94	307	204	STX36761.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. cincinnatiensis
