#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	species 
KTC66323.1	AVR58_09765	2.71e-07	320	24.375	84	529	KTC66323.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. adelaidensis
KTC66323.1	AVR58_09765	0.003	309	22.006	84	529	KTC66323.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. adelaidensis
STX44024.1	AVR58_09765	2.20e-12	239	29.707	55	240	STX44024.1 leucine-rich repeat-containing protein 	L. gratiana
STX44024.1	AVR58_09765	5.31e-12	180	32.222	55	240	STX44024.1 leucine-rich repeat-containing protein 	L. gratiana
STO33050.1	AVR58_09765	5.58e-13	167	37.725	66	240	STO33050.1 Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport 	L. bozemanae
STO33050.1	AVR58_09765	5.73e-12	294	27.891	66	240	STO33050.1 Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport 	L. bozemanae
STX36761.1	AVR58_09765	1.59e-12	200	34.500	85	307	STX36761.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. cincinnatiensis
STX36761.1	AVR58_09765	4.56e-12	191	33.508	85	307	STX36761.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. cincinnatiensis
STX36761.1	AVR58_09765	5.00e-12	186	33.871	85	307	STX36761.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. cincinnatiensis
STX36761.1	AVR58_09765	3.01e-09	218	28.899	85	307	STX36761.1 leucine-rich repeat-containing protein (substrate of the Dot/Icm secretion system) 	L. cincinnatiensis
MCL9685527.1	AVR58_09765	3.48e-12	337	23.145	78	779	MCL9685527.1 DUF5617 domain-containing protein 	L. sp. HCPI-6
MCL9685527.1	AVR58_09765	7.03e-12	300	24.333	78	779	MCL9685527.1 DUF5617 domain-containing protein 	L. sp. HCPI-6
MCL9685527.1	AVR58_09765	2.82e-11	435	22.069	78	779	MCL9685527.1 DUF5617 domain-containing protein 	L. sp. HCPI-6
MCL9685527.1	AVR58_09765	2.68e-06	349	20.630	78	779	MCL9685527.1 DUF5617 domain-containing protein 	L. sp. HCPI-6
MCL9685527.1	AVR58_09765	7.59e-06	295	21.695	78	779	MCL9685527.1 DUF5617 domain-containing protein 	L. sp. HCPI-6
KTD64614.1	AVR58_09765	2.26e-09	163	23.313	52	323	KTD64614.1 leucine-rich repeat-containing protein 	L. shakespearei DSM 23087
KTD64614.1	AVR58_09765	6.78e-09	161	24.845	52	323	KTD64614.1 leucine-rich repeat-containing protein 	L. shakespearei DSM 23087
ASQ46886.1	AVR58_09765	8.36e-11	195	32.308	70	642	ASQ46886.1 hypothetical protein clem_11745 	L. clemsonensis
ASQ46886.1	AVR58_09765	1.51e-08	207	32.850	70	642	ASQ46886.1 hypothetical protein clem_11745 	L. clemsonensis
ASQ46886.1	AVR58_09765	2.40e-06	210	32.857	70	642	ASQ46886.1 hypothetical protein clem_11745 	L. clemsonensis
SNV02611.1	AVR58_09765	5.04e-10	381	26.509	71	575	SNV02611.1 Gala protein type 1, 3 or 4 	L. waltersii
SNV02611.1	AVR58_09765	3.12e-05	374	25.134	71	575	SNV02611.1 Gala protein type 1, 3 or 4 	L. waltersii
CEE14896.1	AVR58_09765	1.67e-09	273	21.978	75	369	CEE14896.1 Leucine Rich repeats (2 copies) 	L. massiliensis
CEE14896.1	AVR58_09765	8.85e-09	263	21.673	75	369	CEE14896.1 Leucine Rich repeats (2 copies) 	L. massiliensis
CEE14896.1	AVR58_09765	2.29e-08	236	25.000	75	369	CEE14896.1 Leucine Rich repeats (2 copies) 	L. massiliensis
KTD47405.1	AVR58_09765	5.86e-09	266	24.060	72	384	KTD47405.1 Leucine-rich repeat protein 	L. quinlivanii
KTD47405.1	AVR58_09765	9.11e-08	250	23.600	72	384	KTD47405.1 Leucine-rich repeat protein 	L. quinlivanii
KTD47405.1	AVR58_09765	3.15e-05	191	26.702	72	384	KTD47405.1 Leucine-rich repeat protein 	L. quinlivanii
EHL30664.1	AVR58_09765	6.19e-09	167	40.120	96	320	EHL30664.1 hypothetical protein LDG_7303 	L. drancourtii LLAP12
EHL30664.1	AVR58_09765	2.23e-07	181	34.807	96	320	EHL30664.1 hypothetical protein LDG_7303 	L. drancourtii LLAP12
EHL30664.1	AVR58_09765	7.02e-07	286	29.371	96	320	EHL30664.1 hypothetical protein LDG_7303 	L. drancourtii LLAP12
CEG55987.1	AVR58_09765	7.16e-09	377	19.894	90	821	CEG55987.1 protein of unknown function 	Leucine-rich repeat 	L. fallonii LLAP-10
CEG55987.1	AVR58_09765	1.23e-08	447	22.595	90	821	CEG55987.1 protein of unknown function 	Leucine-rich repeat 	L. fallonii LLAP-10
CEG55987.1	AVR58_09765	2.62e-07	324	21.605	90	821	CEG55987.1 protein of unknown function 	Leucine-rich repeat 	L. fallonii LLAP-10
CEG55987.1	AVR58_09765	3.41e-06	346	21.676	90	821	CEG55987.1 protein of unknown function 	Leucine-rich repeat 	L. fallonii LLAP-10
STX52256.1	AVR58_09765	1.25e-08	222	27.928	70	279	STX52256.1 Gala protein type 1, 3 or 4 	L. busanensis
STX52256.1	AVR58_09765	1.26e-07	227	30.396	70	279	STX52256.1 Gala protein type 1, 3 or 4 	L. busanensis
EHL30867.1	AVR58_09765	3.56e-08	184	29.348	34	252	EHL30867.1 hypothetical protein LDG_7013 	L. drancourtii LLAP12
EHL30280.1	AVR58_09765	2.09e-08	333	22.823	60	369	EHL30280.1 hypothetical protein LDG_7610 	L. drancourtii LLAP12
KTD59049.1	AVR58_09765	3.58e-07	184	27.174	57	309	KTD59049.1 leucine-rich repeat-containing protein 	L. shakespearei DSM 23087
KTD59049.1	AVR58_09765	1.34e-06	171	26.316	57	309	KTD59049.1 leucine-rich repeat-containing protein 	L. shakespearei DSM 23087
KTD59049.1	AVR58_09765	8.07e-06	190	27.895	57	309	KTD59049.1 leucine-rich repeat-containing protein 	L. shakespearei DSM 23087
SNV13597.1	AVR58_09765	1.27e-07	211	27.962	66	281	SNV13597.1 leucine-rich repeat-containing protein 	L. waltersii
SNV13597.1	AVR58_09765	1.89e-07	185	30.811	66	281	SNV13597.1 leucine-rich repeat-containing protein 	L. waltersii
SNV13597.1	AVR58_09765	1.31e-06	240	25.417	66	281	SNV13597.1 leucine-rich repeat-containing protein 	L. waltersii
SNV13597.1	AVR58_09765	0.001	204	26.961	66	281	SNV13597.1 leucine-rich repeat-containing protein 	L. waltersii
STX32725.1	AVR58_09765	3.27e-07	272	21.691	74	465	STX32725.1 Leucine-rich repeat protein 	L. birminghamensis
STX32725.1	AVR58_09765	4.88e-07	328	21.951	74	465	STX32725.1 Leucine-rich repeat protein 	L. birminghamensis
STX32725.1	AVR58_09765	6.68e-06	301	20.598	74	465	STX32725.1 Leucine-rich repeat protein 	L. birminghamensis
QDP71223.1	AVR58_09765	6.31e-07	202	25.248	69	322	QDP71223.1 hypothetical protein FOG18_00790 	L. israelensis
QDP71223.1	AVR58_09765	9.78e-07	230	24.348	69	322	QDP71223.1 hypothetical protein FOG18_00790 	L. israelensis
CEG60442.1	AVR58_09765	1.30e-06	247	23.887	78	376	CEG60442.1 protein of unknown function 	L. micdadei
CEG60442.1	AVR58_09765	1.15e-04	227	22.907	78	376	CEG60442.1 protein of unknown function 	L. micdadei
CEG60442.1	AVR58_09765	8.58e-04	239	23.013	78	376	CEG60442.1 protein of unknown function 	L. micdadei
CEG60442.1	AVR58_09765	0.004	166	21.687	78	376	CEG60442.1 protein of unknown function 	L. micdadei
KTD47912.1	AVR58_09765	1.76e-06	276	25.362	68	731	KTD47912.1 Gala protein type 1, 3 or 4 	L. quinlivanii
KTD47912.1	AVR58_09765	8.69e-04	272	24.632	68	731	KTD47912.1 Gala protein type 1, 3 or 4 	L. quinlivanii
AOU49455.1	AVR58_09765	2.03e-06	167	29.940	92	204	AOU49455.1 hypothetical protein A9E85_09435 	L. pneumophila
AOU49455.1	AVR58_09765	3.99e-05	200	27.500	92	204	AOU49455.1 hypothetical protein A9E85_09435 	L. pneumophila
AOU49455.1	AVR58_09765	0.001	165	33.333	92	204	AOU49455.1 hypothetical protein A9E85_09435 	L. pneumophila
KTD47406.1	AVR58_09765	3.09e-06	348	20.977	76	463	KTD47406.1 Leucine-rich repeat protein 	L. quinlivanii
KTD47406.1	AVR58_09765	3.94e-04	308	20.455	76	463	KTD47406.1 Leucine-rich repeat protein 	L. quinlivanii
KTD47406.1	AVR58_09765	0.001	315	19.048	76	463	KTD47406.1 Leucine-rich repeat protein 	L. quinlivanii
CEG56138.1	AVR58_09765	1.44e-05	361	27.424	67	436	CEG56138.1 exported protein of unknown function 	leucine rich repeat 	L. fallonii LLAP-10
KTD50017.1	AVR58_09765	1.84e-05	300	24.333	54	583	KTD50017.1 Gala protein type 1, 3 or 4 	L. quinlivanii
STX27941.1	AVR58_09765	2.45e-05	184	31.522	58	336	STX27941.1 Gala protein type 1, 3 or 4 	L. beliardensis
STX27941.1	AVR58_09765	0.006	196	26.531	58	336	STX27941.1 Gala protein type 1, 3 or 4 	L. beliardensis
KTC98371.1	AVR58_09765	4.33e-05	322	26.708	53	483	KTC98371.1 hypothetical protein Lery_0934 	L. erythra
KTC98372.1	AVR58_09765	1.45e-04	305	26.230	50	549	KTC98372.1 hypothetical protein Lery_0935 	L. erythra
SFL79832.1	AVR58_09765	1.81e-04	231	27.706	43	812	SFL79832.1 Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport 	L. jamestowniensis DSM 19215
SFL93207.1	AVR58_09765	8.03e-04	235	26.809	40	345	SFL93207.1 hypothetical protein SAMN02746073_2596 	L. jamestowniensis DSM 19215
ASQ46169.1	AVR58_09765	4.68e-04	218	28.899	41	389	ASQ46169.1 Leucine Rich repeats (2 copies) 	L. clemsonensis
SFL84891.1	AVR58_09765	0.002	215	26.977	37	391	SFL84891.1 Leucine Rich repeat-containing protein 	L. jamestowniensis DSM 19215
STX37278.1	AVR58_09765	0.006	190	23.158	35	155	STX37278.1 leucine-rich repeat-containing protein 	L. feeleii
STO33297.1	AVR58_09765	0.008	351	25.356	62	399	STO33297.1 Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport 	L. bozemanae
AOU49480.1	AVR58_09770	0.0	664	100.000	100	664	AOU49480.1 hypothetical protein A9E85_09565 	L. pneumophila
STY25721.1	AVR58_09770	0.0	645	56.124	97	655	STY25721.1 Uncharacterised protein 	L. taurinensis
STY64929.1	AVR58_09770	4.51e-171	434	58.525	65	452	STY64929.1 Uncharacterised protein 	L. taurinensis
STX27973.1	AVR58_09770	7.12e-133	647	38.794	96	639	STX27973.1 Uncharacterised protein 	L. beliardensis
STY33170.1	AVR58_09770	3.21e-113	659	35.812	94	679	STY33170.1 Uncharacterised protein 	L. worsleiensis
STX62403.1	AVR58_09770	2.83e-106	668	33.683	94	664	STX62403.1 Uncharacterised protein 	L. moravica
QBS12635.1	AVR58_09770	9.93e-93	679	31.664	94	675	QBS12635.1 hypothetical protein E4T54_07705 	L. geestiana
ASQ44647.1	AVR58_09770	1.25e-74	667	30.585	97	643	ASQ44647.1 hypothetical protein clem_00405 	L. clemsonensis
STY64930.1	AVR58_09770	4.97e-61	216	50.926	33	212	STY64930.1 Uncharacterised protein 	L. taurinensis
VEG89957.1	AVR58_09770	2.20e-49	461	29.935	68	791	VEG89957.1 Uncharacterised protein 	L. spiritensis
AOU49481.1	AVR58_09775	0.0	257	100.000	100	257	AOU49481.1 hypothetical protein A9E85_09570 	L. pneumophila
AUH71848.1	AVR58_09775	1.71e-112	265	61.509	99	265	AUH71848.1 hypothetical protein CAB17_07035 	L. sainthelensi
CBJ10898.1	AVR58_09775	1.16e-108	265	58.491	99	263	CBJ10898.1 hypothetical protein LLO_0565 	L. longbeachae NSW150
KTD63018.1	AVR58_09775	2.79e-105	266	58.271	99	263	KTD63018.1 hypothetical protein Lsan_1678 	L. santicrucis
STX33981.1	AVR58_09775	6.65e-103	263	56.654	99	261	STX33981.1 Uncharacterised protein 	L. cincinnatiensis
AUH73410.1	AVR58_09775	4.22e-54	245	41.224	95	264	AUH73410.1 hypothetical protein CAB17_16125 	L. sainthelensi
QDP72274.1	AVR58_09775	1.07e-22	243	31.687	88	310	QDP72274.1 hypothetical protein FOG18_06745 	L. israelensis
STY31464.1	AVR58_09775	3.30e-19	219	33.333	82	265	STY31464.1 Uncharacterised protein 	L. wadsworthii
STX63674.1	AVR58_09775	7.51e-05	203	25.123	74	195	STX63674.1 Uncharacterised protein 	L. moravica
STY30410.1	AVR58_09775	0.001	241	25.726	82	368	STY30410.1 Uncharacterised protein 	L. worsleiensis
KTD66492.1	AVR58_09775	0.002	153	25.490	58	316	KTD66492.1 helicase 	L. santicrucis
AOU49482.1	AVR58_09780	0.0	504	100.000	100	504	AOU49482.1 glycosyltransferase 	L. pneumophila
SNV10809.1	AVR58_09780	0.0	481	66.736	95	470	SNV10809.1 glycosyltransferase 	L. waltersii
SUP04322.1	AVR58_09780	6.30e-105	320	49.375	63	372	SUP04322.1 Mannosyltransferase OCH1 and related enzymes 	L. maceachernii
KTD35901.1	AVR58_09780	5.69e-103	337	50.445	66	603	KTD35901.1 glycosyltransferase 	L. nautarum
STX27932.1	AVR58_09780	4.29e-60	353	35.977	64	375	STX27932.1 glycosyltransferase 	L. beliardensis
STX81415.1	AVR58_09780	5.90e-59	381	34.646	64	404	STX81415.1 glycosyltransferase 	L. busanensis
KTD70740.1	AVR58_09780	6.66e-48	350	33.714	63	358	KTD70740.1 glycosyltransferase 	L. steelei
SNU94458.1	AVR58_09780	9.70e-39	422	29.858	67	419	SNU94458.1 glycosyltransferase 	L. waltersii
CEK10442.1	AVR58_09780	2.39e-25	223	30.493	42	538	CEK10442.1 protein of unknown function 	L. hackeliae
CEK10443.1	AVR58_09780	1.68e-23	239	27.615	43	528	CEK10443.1 protein of unknown function 	L. hackeliae
WED43718.1	AVR58_09780	2.77e-23	232	30.603	43	507	WED43718.1 TcdA/TcdB catalytic glycosyltransferase domain-containing protein 	L. cardiaca
STY23195.1	AVR58_09780	1.44e-21	261	25.670	41	548	STY23195.1 glycosyltransferase 	L. steigerwaltii
CEK09958.1	AVR58_09780	9.67e-16	246	26.829	41	844	CEK09958.1 conserved protein of unknown function 	L. hackeliae
STX61467.1	AVR58_09780	1.29e-06	275	24.364	50	692	STX61467.1 putative teichoic acid biosynthesis protein 	L. moravica
SNV51026.1	AVR58_09780	1.75e-06	325	24.615	64	666	SNV51026.1 glycosyltransferase 	L. lansingensis
STX62851.1	AVR58_09780	2.21e-06	286	23.776	52	618	STX62851.1 putative teichoic acid biosynthesis protein 	L. moravica
VEH11893.1	AVR58_09780	4.77e-06	279	23.656	53	469	VEH11893.1 putative teichoic acid biosynthesis protein 	L. jordanis
STX61468.1	AVR58_09780	1.04e-05	213	25.822	37	679	STX61468.1 putative teichoic acid biosynthesis protein 	L. moravica
STX38684.1	AVR58_09780	2.40e-05	284	24.296	52	463	STX38684.1 putative teichoic acid biosynthesis protein 	L. feeleii
STX41989.1	AVR58_09780	2.90e-05	284	24.296	52	463	STX41989.1 putative teichoic acid biosynthesis protein 	L. donaldsonii
AOU49483.1	AVR58_09785	2.44e-136	188	100.000	100	188	AOU49483.1 peptidylprolyl isomerase 	L. pneumophila
KGP62715.1	AVR58_09785	1.28e-117	188	89.362	100	188	KGP62715.1 peptidylprolyl isomerase 	L. norrlandica
CEE12232.1	AVR58_09785	1.10e-116	188	86.170	100	188	CEE12232.1 Peptidyl-prolyl cis-trans isomerase B 	L. massiliensis
KTD37247.1	AVR58_09785	1.75e-116	188	86.170	100	188	KTD37247.1 peptidyl-prolyl cis-trans isomerase 	L. oakridgensis
STX41998.1	AVR58_09785	4.48e-115	188	84.043	100	188	STX41998.1 peptidyl-prolyl isomerase 	L. donaldsonii
STX38679.1	AVR58_09785	5.65e-114	188	83.511	100	188	STX38679.1 peptidyl-prolyl isomerase 	L. feeleii
KTD52177.1	AVR58_09785	8.29e-114	188	81.915	100	188	KTD52177.1 peptidyl-prolyl cis-trans isomerase 	L. quinlivanii
STX31107.1	AVR58_09785	4.85e-108	188	78.191	100	188	STX31107.1 peptidyl-prolyl isomerase 	L. birminghamensis
KTC66286.1	AVR58_09785	1.08e-104	187	80.749	99	187	KTC66286.1 peptidyl-prolyl cis-trans isomerase 	L. adelaidensis
CEG56572.1	AVR58_09785	4.15e-94	188	82.447	100	188	CEG56572.1 putative peptidyl-prolyl cis-trans isomerase A 	L. fallonii LLAP-10
SUP00382.1	AVR58_09785	8.37e-24	177	39.548	85	163	SUP00382.1 Peptidyl-prolyl cis-trans isomerase B 	L. maceachernii
KTD33320.1	AVR58_09785	1.19e-23	176	39.773	87	163	KTD33320.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. nautarum
CBJ10660.1	AVR58_09785	6.00e-23	176	38.068	85	163	CBJ10660.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. longbeachae NSW150
KTD68540.1	AVR58_09785	6.00e-23	173	38.728	83	163	KTD68540.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. steelei
CEG62080.1	AVR58_09785	7.35e-23	176	38.636	85	163	CEG62080.1 Peptidyl-prolyl cis-trans isomerase B 	L. micdadei
STO32634.1	AVR58_09785	7.59e-23	173	39.306	83	163	STO32634.1 Peptidyl-prolyl cis-trans isomerase B 	L. bozemanae
CEK11761.1	AVR58_09785	1.07e-22	173	38.728	85	163	CEK11761.1 Peptidyl-prolyl cis-trans isomerase B 	L. hackeliae
STX39444.1	AVR58_09785	1.12e-22	174	38.506	85	163	STX39444.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. feeleii
RUR10774.1	AVR58_09785	1.78e-22	177	38.983	85	169	RUR10774.1 peptidylprolyl isomerase 	L. septentrionalis
STX71783.1	AVR58_09785	2.43e-22	170	38.235	83	163	STX71783.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. parisiensis
QBS12186.1	AVR58_09785	3.39e-22	179	37.989	86	166	QBS12186.1 peptidyl-prolyl cis-trans isomerase 	L. geestiana
AUH71620.1	AVR58_09785	4.38e-22	176	37.500	85	163	AUH71620.1 peptidyl-prolyl cis-trans isomerase 	L. sainthelensi
STY24308.1	AVR58_09785	4.62e-22	173	38.150	83	163	STY24308.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. steigerwaltii
QDP71113.1	AVR58_09785	4.72e-22	177	38.418	85	163	QDP71113.1 peptidyl-prolyl cis-trans isomerase 	L. israelensis
STX41526.1	AVR58_09785	5.14e-22	174	39.080	86	163	STX41526.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. gratiana
STX40920.1	AVR58_09785	7.08e-22	174	37.931	85	163	STX40920.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. donaldsonii
AWN72623.1	AVR58_09785	1.09e-21	170	38.235	83	165	AWN72623.1 peptidyl-prolyl cis-trans isomerase 	L. anisa
KTD66516.1	AVR58_09785	1.10e-21	174	38.506	86	163	KTD66516.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. santicrucis
MBL7480652.1	AVR58_09785	1.62e-21	173	39.306	83	164	MBL7480652.1 peptidyl-prolyl cis-trans isomerase 	L. sp. 27fs60
KTC85122.1	AVR58_09785	1.67e-21	173	38.728	85	167	KTC85122.1 peptidyl-prolyl cis-trans isomerase B 	L. brunensis
SNV54176.1	AVR58_09785	1.87e-21	173	36.994	85	163	SNV54176.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. lansingensis
ASQ45058.1	AVR58_09785	1.89e-21	173	38.728	85	163	ASQ45058.1 Peptidyl-prolyl cis-trans isomerase B 	L. clemsonensis
KTC66481.1	AVR58_09785	1.93e-21	177	36.723	85	163	KTC66481.1 peptidyl-prolyl cis-trans isomerase B 	L. adelaidensis
STY19217.1	AVR58_09785	1.95e-21	173	39.306	83	163	STY19217.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. quateirensis
STY28096.1	AVR58_09785	2.69e-21	173	38.150	83	163	STY28096.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. wadsworthii
STX29877.1	AVR58_09785	2.75e-21	157	40.127	77	163	STX29877.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. beliardensis
STX33749.1	AVR58_09785	3.95e-21	174	37.931	86	163	STX33749.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. cincinnatiensis
VEH13525.1	AVR58_09785	3.95e-21	176	37.500	85	163	VEH13525.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. jordanis
RUR20382.1	AVR58_09785	4.03e-21	157	39.490	77	163	RUR20382.1 peptidyl-prolyl cis-trans isomerase 	L. qingyii
SFL79730.1	AVR58_09785	4.25e-21	173	38.150	85	163	SFL79730.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. jamestowniensis DSM 19215
CEE13655.1	AVR58_09785	5.21e-21	173	36.416	85	163	CEE13655.1 Peptidyl-prolyl cis-trans isomerase B 	L. massiliensis
STX52572.1	AVR58_09785	1.16e-20	173	36.994	85	163	STX52572.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. busanensis
WED42496.1	AVR58_09785	1.58e-20	173	38.150	85	164	WED42496.1 peptidylprolyl isomerase 	L. cardiaca
VEG91079.1	AVR58_09785	1.78e-20	176	37.500	85	165	VEG91079.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. spiritensis
KTD49741.1	AVR58_09785	3.51e-20	173	38.150	83	163	KTD49741.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. quinlivanii
KGP63249.1	AVR58_09785	6.51e-20	170	39.412	83	164	KGP63249.1 peptidylprolyl isomerase 	L. norrlandica
KTD59951.1	AVR58_09785	7.70e-20	176	38.068	85	163	KTD59951.1 peptidyl-prolyl cis-trans isomerase B 	L. shakespearei DSM 23087
STY25270.1	AVR58_09785	8.75e-20	173	38.150	85	163	STY25270.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. taurinensis
EHL29960.1	AVR58_09785	1.11e-19	154	37.662	77	163	EHL29960.1 peptidylprolyl cis-trans isomerase B (cyclophilin-type) Lcy 	L. drancourtii LLAP12
USQ14286.1	AVR58_09785	1.22e-19	176	35.795	85	164	USQ14286.1 peptidyl-prolyl cis-trans isomerase 	L. lytica
STY31956.1	AVR58_09785	1.52e-19	173	38.150	83	163	STY31956.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. worsleiensis
STX63922.1	AVR58_09785	1.92e-19	173	36.994	85	163	STX63922.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. moravica
STX94070.1	AVR58_09785	2.78e-19	173	37.572	85	168	STX94070.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. londiniensis
CEG55805.1	AVR58_09785	2.91e-19	170	36.471	83	163	CEG55805.1 peptidyl-prolyl cis-trans isomerase B (rotamase B) 	L. fallonii LLAP-10
STX32892.1	AVR58_09785	3.11e-19	172	37.791	82	164	STX32892.1 Peptidyl-prolyl cis-trans isomerase B (cyclophilin-type PPIase family) 	L. birminghamensis
BCA96836.1	AVR58_09785	3.27e-19	173	38.728	83	163	BCA96836.1 peptidyl-prolyl cis-trans isomerase 	L. antarctica
KTD43828.1	AVR58_09785	3.73e-19	157	36.943	77	165	KTD43828.1 peptidyl-prolyl cis-trans isomerase B 	L. oakridgensis
KTC97795.1	AVR58_09785	5.56e-19	173	37.572	85	163	KTC97795.1 peptidyl-prolyl cis-trans isomerase B 	L. erythra
MCL9685851.1	AVR58_09785	1.18e-18	173	36.994	83	163	MCL9685851.1 peptidyl-prolyl cis-trans isomerase 	L. sp. HCPI-6
SNV13085.1	AVR58_09785	1.45e-18	173	37.572	83	165	SNV13085.1 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 	L. waltersii
AOU50266.1	AVR58_09785	2.12e-18	174	38.506	86	164	AOU50266.1 peptidylprolyl isomerase 	L. pneumophila
AOU49484.1	AVR58_09790	0.0	699	100.000	100	699	AOU49484.1 type IV secretion protein Dot 	L. pneumophila
STX34410.1	AVR58_09790	2.47e-83	607	32.784	83	773	STX34410.1 Exonuclease SbcC 	L. cincinnatiensis
CBJ12943.1	AVR58_09790	3.66e-74	610	31.803	83	758	CBJ12943.1 Hypothetical protein, weakly similar to eukaryotic proteins 	L. longbeachae NSW150
AOU49485.1	AVR58_09795	0.0	436	100.000	100	436	AOU49485.1 hypothetical protein A9E85_09590 	L. pneumophila
AUH73820.1	AVR58_09795	0.0	436	76.376	100	439	AUH73820.1 hypothetical protein CAB17_18555 	L. sainthelensi
KTC96600.1	AVR58_09795	4.32e-24	333	29.429	74	459	KTC96600.1 hypothetical protein Lery_1806 	L. erythra
STY26299.1	AVR58_09795	6.28e-21	317	29.022	70	465	STY26299.1 Uncharacterised protein 	L. taurinensis
STX28306.1	AVR58_09795	7.56e-14	309	28.155	68	473	STX28306.1 Uncharacterised protein 	L. beliardensis
EHL32254.1	AVR58_09795	2.95e-05	280	26.071	62	318	EHL32254.1 hypothetical protein LDG_5627 	L. drancourtii LLAP12
STX37275.1	AVR58_09795	1.97e-04	142	27.465	32	424	STX37275.1 Uncharacterised protein 	L. feeleii
STX40690.1	AVR58_09795	0.001	141	26.241	32	424	STX40690.1 Uncharacterised protein 	L. donaldsonii
AOU47970.1	AVR58_01375	0.0	1116	100.000	100	1116	AOU47970.1 protein SdbA 	L. pneumophila
KGP63077.1	AVR58_01375	0.0	806	74.566	72	827	KGP63077.1 protein SdbA, partial 	L. norrlandica
STX93065.1	AVR58_01375	0.0	1024	53.711	92	1074	STX93065.1 SdbA protein, substrate of the Dot/Icm system 	L. londiniensis
SNU97815.1	AVR58_01375	0.0	814	56.880	73	873	SNU97815.1 SdbA protein, substrate of the Dot/Icm system 	L. waltersii
CEE14949.1	AVR58_01375	0.0	1047	41.070	92	1118	CEE14949.1 hypothetical protein BN1094_03529 	L. massiliensis
KTD44759.1	AVR58_01375	1.14e-149	508	44.882	45	521	KTD44759.1 SdbA protein, substrate of the Dot/Icm system 	L. oakridgensis
STX52115.1	AVR58_01375	3.07e-124	493	42.799	44	616	STX52115.1 Dot/Icm system substrate protein SdbA 	L. busanensis
STY18311.1	AVR58_01375	9.17e-114	514	37.354	45	504	STY18311.1 SdbA protein, substrate of the Dot/Icm system 	L. quateirensis
CEG56080.1	AVR58_01375	3.11e-113	514	38.911	45	517	CEG56080.1 putative hydrolase (similar to SdbA protein, putative substrate of the Dot/Icm system) 	L. fallonii LLAP-10
SNV10744.1	AVR58_01375	7.35e-113	505	38.812	45	506	SNV10744.1 SdbA protein, substrate of the Dot/Icm system 	L. waltersii
WED42979.1	AVR58_01375	1.36e-110	502	38.645	45	499	WED42979.1 alpha/beta hydrolase 	L. cardiaca
MBL7481225.1	AVR58_01375	1.27e-108	499	36.473	44	504	MBL7481225.1 alpha/beta hydrolase 	L. sp. 27fs60
EHL29033.1	AVR58_01375	1.17e-107	510	39.804	45	516	EHL29033.1 hypothetical protein LDG_9031 	L. drancourtii LLAP12
KTD65076.1	AVR58_01375	3.86e-100	452	38.274	40	496	KTD65076.1 SdbA protein, substrate of the Dot/Icm system 	L. shakespearei DSM 23087
USQ13052.1	AVR58_01375	6.50e-95	525	37.714	47	725	USQ13052.1 hypothetical protein J2N86_10095 	L. lytica
