#sallacc	qacc	evalue	length	pident	qcovs	qcovhsp	salltitles	    species
KTD51430.1	AVR58_06755	8.82e-16	180	30.556	95	48	KTD51430.1 enhanced entry protein EnhC 	L. quinlivanii
KTD51430.1	AVR58_06755	2.27e-14	184	32.065	95	49	KTD51430.1 enhanced entry protein EnhC 	L. quinlivanii
KTD51430.1	AVR58_06755	6.02e-13	269	27.138	95	68	KTD51430.1 enhanced entry protein EnhC 	L. quinlivanii
KTD51430.1	AVR58_06755	4.58e-12	361	26.039	95	75	KTD51430.1 enhanced entry protein EnhC 	L. quinlivanii
KTD51430.1	AVR58_06755	3.82e-10	267	27.715	95	67	KTD51430.1 enhanced entry protein EnhC 	L. quinlivanii
USQ14255.1	AVR58_06755	4.19e-31	366	31.421	96	87	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	2.05e-23	329	30.091	96	77	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	3.09e-19	258	29.457	96	69	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	8.69e-19	303	30.033	96	80	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	1.11e-18	213	32.864	96	56	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	6.78e-11	256	27.344	96	64	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	3.84e-08	153	29.412	96	41	USQ14255.1 SEL1-like repeat protein 	L. lytica
USQ14255.1	AVR58_06755	4.97e-07	245	27.755	96	61	USQ14255.1 SEL1-like repeat protein 	L. lytica
STX39169.1	AVR58_06755	9.05e-31	314	34.395	95	83	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	1.18e-24	239	36.402	95	63	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	6.26e-22	222	35.135	95	59	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	1.16e-19	273	31.502	95	72	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	2.19e-13	312	26.282	95	81	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	5.08e-13	174	29.885	95	46	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	3.32e-10	143	32.168	95	38	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	4.22e-09	289	25.260	95	66	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	2.90e-08	255	26.667	95	57	STX39169.1 enhanced entry protein EnhC 	L. feeleii
STX39169.1	AVR58_06755	3.17e-08	154	29.221	95	40	STX39169.1 enhanced entry protein EnhC 	L. feeleii
KTC99528.1	AVR58_06755	9.48e-31	332	33.735	94	87	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	1.45e-19	279	31.541	94	72	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	1.21e-18	264	29.167	94	61	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	2.03e-18	341	27.273	94	90	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	1.51e-17	208	30.769	94	55	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	3.82e-17	311	26.688	94	80	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	9.50e-09	148	31.757	94	39	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	5.17e-06	135	30.370	94	36	KTC99528.1 enhanced entry protein EnhC 	L. erythra
KTC99528.1	AVR58_06755	0.001	151	28.477	94	37	KTC99528.1 enhanced entry protein EnhC 	L. erythra
STY25577.1	AVR58_06755	1.17e-30	311	34.727	92	82	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	2.63e-18	240	31.250	92	64	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	3.61e-18	265	32.075	92	70	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	1.36e-17	311	27.331	92	80	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	4.84e-17	264	28.788	92	61	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	1.08e-16	208	30.288	92	55	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	9.76e-13	236	27.119	92	63	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
STY25577.1	AVR58_06755	0.001	151	28.477	92	37	STY25577.1 enhanced entry protein EnhC 	L. taurinensis
AWN75203.1	AVR58_06755	1.51e-30	347	30.259	93	83	AWN75203.1 endopeptidase IV 	L. anisa
AWN75203.1	AVR58_06755	4.58e-19	327	27.217	93	77	AWN75203.1 endopeptidase IV 	L. anisa
AWN75203.1	AVR58_06755	1.03e-18	207	32.367	93	55	AWN75203.1 endopeptidase IV 	L. anisa
AWN75203.1	AVR58_06755	1.20e-14	432	25.463	93	85	AWN75203.1 endopeptidase IV 	L. anisa
AWN75203.1	AVR58_06755	6.11e-10	271	26.937	93	68	AWN75203.1 endopeptidase IV 	L. anisa
AWN75203.1	AVR58_06755	3.60e-09	122	36.066	93	32	AWN75203.1 endopeptidase IV 	L. anisa
AWN75203.1	AVR58_06755	7.82e-09	231	28.139	93	58	AWN75203.1 endopeptidase IV 	L. anisa
AOU50181.1	AVR58_06755	1.53e-30	320	32.500	90	85	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	1.24e-24	359	28.691	90	79	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	1.35e-20	369	27.100	90	89	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	6.71e-18	219	31.963	90	58	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	1.07e-17	186	31.720	90	49	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	6.77e-17	427	25.995	90	84	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	9.22e-16	281	27.402	90	71	AOU50181.1 endopeptidase IV 	L. pneumophila
AOU50181.1	AVR58_06755	2.00e-04	316	23.734	90	76	AOU50181.1 endopeptidase IV 	L. pneumophila
RUR10206.1	AVR58_06755	1.98e-30	285	35.439	91	76	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	4.83e-29	311	34.727	91	82	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	2.90e-19	267	30.337	91	70	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	4.43e-16	295	26.441	91	73	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	1.16e-15	172	30.233	91	46	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	1.23e-09	225	28.444	91	59	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	5.26e-09	174	29.310	91	44	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	3.06e-08	346	26.301	91	81	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	9.08e-08	103	35.922	91	27	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
RUR10206.1	AVR58_06755	1.27e-05	150	30.667	91	39	RUR10206.1 sel1 repeat family protein 	L. septentrionalis
KTD65055.1	AVR58_06755	2.14e-30	328	31.707	87	86	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	1.21e-19	320	28.438	87	76	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	4.00e-17	243	31.276	87	65	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	9.14e-17	187	30.481	87	50	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	2.21e-14	229	31.878	87	58	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	4.68e-13	268	27.612	87	68	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	2.76e-09	285	27.018	87	70	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	2.68e-08	231	27.706	87	58	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
KTD65055.1	AVR58_06755	8.69e-08	267	28.464	87	69	KTD65055.1 enhanced entry protein EnhC 	L. shakespearei DSM 23087
RUR21086.1	AVR58_06755	2.68e-30	307	32.899	94	82	RUR21086.1 endopeptidase IV 	L. qingyii
RUR21086.1	AVR58_06755	3.32e-21	328	29.268	94	77	RUR21086.1 endopeptidase IV 	L. qingyii
RUR21086.1	AVR58_06755	4.03e-19	207	31.401	94	55	RUR21086.1 endopeptidase IV 	L. qingyii
RUR21086.1	AVR58_06755	7.62e-17	270	29.259	94	62	RUR21086.1 endopeptidase IV 	L. qingyii
RUR21086.1	AVR58_06755	2.89e-13	345	26.667	94	77	RUR21086.1 endopeptidase IV 	L. qingyii
RUR21086.1	AVR58_06755	4.16e-11	347	25.360	94	86	RUR21086.1 endopeptidase IV 	L. qingyii
RUR21086.1	AVR58_06755	3.56e-07	122	34.426	94	32	RUR21086.1 endopeptidase IV 	L. qingyii
SNV12665.1	AVR58_06755	4.10e-30	327	31.804	92	86	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	7.75e-30	268	33.582	92	71	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	4.67e-27	306	33.333	92	77	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	1.73e-21	349	28.367	92	90	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	2.07e-20	207	33.816	92	55	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	7.42e-11	269	24.164	92	68	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	2.14e-06	305	25.574	92	77	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
SNV12665.1	AVR58_06755	0.008	232	24.569	92	58	SNV12665.1 enhanced entry protein EnhC 	L. waltersii
STX93906.1	AVR58_06755	6.23e-30	293	35.154	84	78	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	2.95e-18	273	30.037	84	72	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	4.80e-17	301	31.229	84	79	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	1.07e-15	194	32.474	84	51	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	1.87e-15	218	30.275	84	58	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	3.30e-13	278	27.698	84	70	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	7.28e-11	267	29.588	84	67	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	3.57e-09	168	29.167	84	45	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	4.45e-09	151	32.450	84	40	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX93906.1	AVR58_06755	1.77e-08	350	27.429	84	79	STX93906.1 enhanced entry protein EnhC 	L. londiniensis
STX77301.1	AVR58_06755	1.06e-29	347	29.971	94	83	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STX77301.1	AVR58_06755	1.58e-20	208	33.654	94	55	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STX77301.1	AVR58_06755	5.47e-20	332	27.711	94	78	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STX77301.1	AVR58_06755	3.92e-13	365	26.027	94	76	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STX77301.1	AVR58_06755	2.94e-09	231	27.706	94	58	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STX77301.1	AVR58_06755	6.12e-08	122	33.607	94	32	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STX77301.1	AVR58_06755	1.21e-07	347	24.207	94	86	STX77301.1 enhanced entry protein EnhC 	L. parisiensis
STO34908.1	AVR58_06755	1.62e-29	341	31.378	99	89	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
STO34908.1	AVR58_06755	6.74e-22	331	28.097	99	78	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
STO34908.1	AVR58_06755	3.71e-19	208	32.692	99	55	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
STO34908.1	AVR58_06755	8.74e-16	266	28.571	99	62	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
STO34908.1	AVR58_06755	5.20e-14	342	26.608	99	77	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
STO34908.1	AVR58_06755	1.49e-09	122	35.246	99	32	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
STO34908.1	AVR58_06755	9.67e-09	393	22.392	99	83	STO34908.1 3-carboxymuconate cyclase 	L. bozemanae
BCA94207.1	AVR58_06755	2.19e-29	348	32.184	91	91	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	3.64e-25	277	31.769	91	65	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	2.70e-20	248	31.048	91	66	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	1.85e-17	325	27.385	91	86	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	4.63e-17	271	28.044	91	68	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	1.16e-16	341	25.513	91	90	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	2.28e-15	336	28.274	91	76	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
BCA94207.1	AVR58_06755	6.60e-12	302	28.477	91	75	BCA94207.1 enhanced entry protein EnhC 	L. antarctica
STY30303.1	AVR58_06755	3.36e-29	284	32.746	83	76	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STY30303.1	AVR58_06755	6.33e-24	307	30.619	83	72	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STY30303.1	AVR58_06755	9.52e-19	216	33.796	83	57	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STY30303.1	AVR58_06755	1.80e-13	352	25.568	83	80	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STY30303.1	AVR58_06755	5.21e-10	268	25.746	83	68	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STY30303.1	AVR58_06755	5.60e-09	101	36.634	83	27	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STY30303.1	AVR58_06755	6.62e-08	231	26.840	83	58	STY30303.1 enhanced entry protein EnhC 	L. wadsworthii
STX32600.1	AVR58_06755	3.69e-29	328	33.537	95	86	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	1.23e-26	329	31.915	95	85	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	9.53e-26	305	32.787	95	81	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	4.68e-20	315	30.794	95	84	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	3.73e-16	206	31.553	95	55	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	1.05e-15	202	32.178	95	54	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	5.88e-15	282	26.950	95	70	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	2.71e-13	142	34.507	95	38	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	6.83e-13	267	29.213	95	67	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	8.25e-10	148	31.081	95	39	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	4.74e-09	268	28.731	95	67	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
STX32600.1	AVR58_06755	6.23e-08	185	28.649	95	48	STX32600.1 enhanced entry protein EnhC 	L. birminghamensis
EHL29673.1	AVR58_06755	8.72e-29	347	31.124	91	83	EHL29673.1 hypothetical protein LDG_8638 	L. drancourtii LLAP12
EHL29673.1	AVR58_06755	1.11e-23	377	29.178	91	91	EHL29673.1 hypothetical protein LDG_8638 	L. drancourtii LLAP12
EHL29673.1	AVR58_06755	6.82e-23	304	31.908	91	80	EHL29673.1 hypothetical protein LDG_8638 	L. drancourtii LLAP12
EHL29673.1	AVR58_06755	2.12e-19	207	33.333	91	55	EHL29673.1 hypothetical protein LDG_8638 	L. drancourtii LLAP12
EHL29673.1	AVR58_06755	3.63e-12	253	28.854	91	64	EHL29673.1 hypothetical protein LDG_8638 	L. drancourtii LLAP12
EHL29673.1	AVR58_06755	1.37e-07	233	29.614	91	58	EHL29673.1 hypothetical protein LDG_8638 	L. drancourtii LLAP12
VEG90743.1	AVR58_06755	1.19e-28	331	33.837	96	86	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	3.98e-26	311	31.190	96	82	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	2.20e-21	230	31.739	96	61	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	1.69e-17	276	28.261	96	72	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	2.61e-17	264	28.788	96	61	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	3.40e-17	182	32.967	96	48	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	1.29e-15	332	28.614	96	87	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	4.72e-14	287	26.481	96	72	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	4.82e-13	226	30.088	96	60	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	6.15e-12	260	25.769	96	61	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	5.94e-11	291	27.148	96	73	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	1.60e-09	366	24.044	96	88	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	5.60e-09	157	29.936	96	41	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
VEG90743.1	AVR58_06755	0.001	152	27.632	96	40	VEG90743.1 enhanced entry protein EnhC 	L. spiritensis
STY31743.1	AVR58_06755	3.39e-28	348	30.172	94	83	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
STY31743.1	AVR58_06755	7.62e-24	338	29.882	94	79	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
STY31743.1	AVR58_06755	8.30e-19	272	27.941	94	64	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
STY31743.1	AVR58_06755	1.63e-14	223	34.081	94	55	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
STY31743.1	AVR58_06755	4.97e-14	345	24.058	94	86	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
STY31743.1	AVR58_06755	1.47e-09	296	28.378	94	74	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
STY31743.1	AVR58_06755	2.51e-07	209	26.794	94	47	STY31743.1 enhanced entry protein EnhC 	L. worsleiensis
KGP62250.1	AVR58_06755	1.25e-27	320	31.875	91	85	KGP62250.1 endopeptidase IV 	L. norrlandica
KGP62250.1	AVR58_06755	6.17e-25	302	33.113	91	80	KGP62250.1 endopeptidase IV 	L. norrlandica
KGP62250.1	AVR58_06755	2.47e-22	369	28.455	91	88	KGP62250.1 endopeptidase IV 	L. norrlandica
KGP62250.1	AVR58_06755	2.26e-17	219	31.507	91	58	KGP62250.1 endopeptidase IV 	L. norrlandica
KGP62250.1	AVR58_06755	3.08e-13	279	26.523	91	71	KGP62250.1 endopeptidase IV 	L. norrlandica
KGP62250.1	AVR58_06755	7.29e-11	306	26.144	91	77	KGP62250.1 endopeptidase IV 	L. norrlandica
KTD68574.1	AVR58_06755	8.95e-27	310	32.581	88	82	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	6.33e-26	307	32.573	88	82	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	2.71e-23	305	28.852	88	72	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	2.44e-16	207	32.367	88	55	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	3.91e-11	274	28.102	88	68	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	2.27e-10	337	24.926	88	76	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	2.01e-08	122	34.426	88	32	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTD68574.1	AVR58_06755	6.12e-04	286	26.224	88	72	KTD68574.1 enhanced entry protein EnhC 	L. steelei
KTC65410.1	AVR58_06755	7.91e-26	242	37.190	90	63	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	4.81e-20	311	29.904	90	82	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	1.32e-18	272	29.044	90	72	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	4.38e-17	205	33.659	90	54	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	3.95e-13	374	26.203	90	78	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	1.89e-12	366	25.410	90	76	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	4.42e-12	321	28.660	90	84	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	1.84e-05	93	33.333	90	25	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
KTC65410.1	AVR58_06755	1.57e-04	91	34.066	90	24	KTC65410.1 enhanced entry protein EnhC 	L. adelaidensis
STY32837.1	AVR58_06755	1.34e-25	295	31.186	85	74	STY32837.1 TPR repeat protein 	L. worsleiensis
STY32837.1	AVR58_06755	4.04e-15	265	28.679	85	70	STY32837.1 TPR repeat protein 	L. worsleiensis
STY32837.1	AVR58_06755	9.84e-14	192	32.292	85	47	STY32837.1 TPR repeat protein 	L. worsleiensis
STY32837.1	AVR58_06755	1.10e-06	207	28.019	85	55	STY32837.1 TPR repeat protein 	L. worsleiensis
STY32837.1	AVR58_06755	8.92e-06	180	28.333	85	38	STY32837.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	2.93e-25	284	30.634	84	76	STY31310.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	1.63e-24	338	28.402	84	81	STY31310.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	8.51e-24	223	32.735	84	59	STY31310.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	8.01e-18	284	28.521	84	75	STY31310.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	8.69e-18	289	27.336	84	77	STY31310.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	1.16e-15	294	27.211	84	78	STY31310.1 TPR repeat protein 	L. worsleiensis
STY31310.1	AVR58_06755	7.73e-15	280	26.786	84	74	STY31310.1 TPR repeat protein 	L. worsleiensis
MCL9683996.1	AVR58_06755	4.15e-25	198	36.364	82	52	MCL9683996.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683996.1	AVR58_06755	2.96e-24	196	34.184	82	52	MCL9683996.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683996.1	AVR58_06755	4.09e-18	201	32.338	82	53	MCL9683996.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683996.1	AVR58_06755	3.32e-13	152	36.184	82	35	MCL9683996.1 sel1 repeat family protein 	L. sp. HCPI-6
MCL9683996.1	AVR58_06755	0.003	96	34.375	82	26	MCL9683996.1 sel1 repeat family protein 	L. sp. HCPI-6
VEG91187.1	AVR58_06755	3.90e-23	238	31.513	87	63	VEG91187.1 TPR repeat protein 	L. spiritensis
VEG91187.1	AVR58_06755	7.31e-23	261	31.801	87	69	VEG91187.1 TPR repeat protein 	L. spiritensis
VEG91187.1	AVR58_06755	1.11e-18	210	34.286	87	55	VEG91187.1 TPR repeat protein 	L. spiritensis
VEG91187.1	AVR58_06755	5.35e-18	251	30.677	87	66	VEG91187.1 TPR repeat protein 	L. spiritensis
VEG91187.1	AVR58_06755	2.26e-13	168	32.738	87	45	VEG91187.1 TPR repeat protein 	L. spiritensis
VEG91187.1	AVR58_06755	7.64e-09	163	28.221	87	43	VEG91187.1 TPR repeat protein 	L. spiritensis
STX63915.1	AVR58_06755	1.35e-22	289	30.450	85	73	STX63915.1 TPR repeat protein 	L. moravica
STX63915.1	AVR58_06755	9.14e-18	316	30.380	85	72	STX63915.1 TPR repeat protein 	L. moravica
STX63915.1	AVR58_06755	1.40e-11	205	27.805	85	45	STX63915.1 TPR repeat protein 	L. moravica
STX63915.1	AVR58_06755	4.69e-11	167	31.737	85	43	STX63915.1 TPR repeat protein 	L. moravica
STX63915.1	AVR58_06755	4.46e-04	147	29.932	85	37	STX63915.1 TPR repeat protein 	L. moravica
MBL7479572.1	AVR58_06755	1.19e-21	131	41.985	90	35	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
MBL7479572.1	AVR58_06755	3.58e-21	114	42.982	90	30	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
MBL7479572.1	AVR58_06755	1.57e-19	141	38.298	90	38	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
MBL7479572.1	AVR58_06755	1.96e-16	118	41.525	90	31	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
MBL7479572.1	AVR58_06755	2.34e-15	118	40.678	90	31	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
MBL7479572.1	AVR58_06755	1.87e-12	116	38.793	90	30	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
MBL7479572.1	AVR58_06755	1.81e-08	91	37.363	90	24	MBL7479572.1 sel1 repeat family protein 	L. sp. 27fs60
VEG90494.1	AVR58_06755	1.25e-21	228	31.579	75	61	VEG90494.1 TPR repeat protein 	L. spiritensis
